acc,taxid,organism,clade,taxon,slen
EF190247.1,102628,"Pterocladiella caerulescens voucher SA04-072 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",Red algae,Rhodophyta,1400
EF190246.1,102628,"Pterocladiella caerulescens voucher SA04-045 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",Red algae,Rhodophyta,1400
EF190245.1,436068,"Aphanta pachyrrhiza voucher Gsp-Sodw ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",Red algae,Rhodophyta,1400
EF190244.1,436068,"Aphanta pachyrrhiza voucher SA04-50 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",Red algae,Rhodophyta,1400
AF021034.2,1034310,"Porphyra amplissima ribulose-1,5-bisphosphate carboxylase oxygenase large subunit (rbcL) gene, partial cds; and rbcL-rbcS intergenic spacer, partial sequence; chloroplast gene for chloroplast product",Red algae,Rhodophyta,1419
AF081291.2,81938,"Porphyra dioica isolate 881 chloroplast ribulose bisphosphate carboxylase oxygenase large subunit (rbcL) gene, partial cds and rbcL-rbcS intergenic spacer, partial sequence",Red algae,Rhodophyta,1424
AF386530.1,163841,"Gigartina sp. 2 RbcL (rbcL) gene, partial cds; chloroplast gene for chloroplast product",Red algae,Rhodophyta,1462
AF386529.1,163840,"Gigartina macrocarpa RbcL-like (rbcL) gene, partial sequence; chloroplast gene for chloroplast product",Red algae,Rhodophyta,1444
AF385647.1,748557,"Epymenia obtusa ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast gene for chloroplast product",Red algae,Rhodophyta,1427
AF385646.1,164049,"Epymenia capensis ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast gene for chloroplast product",Red algae,Rhodophyta,1433
AF385640.1,164055,"Pachymenia carnosa ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast gene for chloroplast product",Red algae,Rhodophyta,1427
AF385639.1,931254,"Grateloupia intestinalis ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast gene for chloroplast product",Red algae,Rhodophyta,1418
AF385636.1,164054,"Hypnea volubilis ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast gene for chloroplast product",Red algae,Rhodophyta,1419
AF385635.1,105608,"Hypnea spinella ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast gene for chloroplast product",Red algae,Rhodophyta,1444
AF259498.1,159596,"Bryocladia cuspidata ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast gene for chloroplast product",Red algae,Rhodophyta,1435
AF259497.1,103714,"Bostrychia radicans ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast gene for chloroplast product",Red algae,Rhodophyta,1425
AF259495.1,99899,"Laurencia pinnatifida ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast gene for chloroplast product",Red algae,Rhodophyta,1425
AF259493.1,2930051,"Dasya baillouviana ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast gene for chloroplast product",Red algae,Rhodophyta,1446
AF259492.1,159593,"Euptilota formosissima ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast gene for chloroplast product",Red algae,Rhodophyta,1443
AF259491.1,159494,"Ceramium brevizonatum ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast gene for chloroplast product",Red algae,Rhodophyta,1427
AF259490.1,159503,"Centroceras clavulatum ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast gene for chloroplast product",Red algae,Rhodophyta,1426
AF257458.1,158681,"Zellera tawallina ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid gene for plastid product",Red algae,Rhodophyta,1423
AF257457.1,158679,"Womersleya monanthos ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid gene for plastid product",Red algae,Rhodophyta,1425
AF257454.1,158675,"Valeriemaya cruenta ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid gene for plastid product",Red algae,Rhodophyta,1443
AF257453.1,158675,"Valeriemaya cruenta ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid gene for plastid product",Red algae,Rhodophyta,1438
AF257451.1,158672,"Schizoseris multinervis ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid gene for plastid product",Red algae,Rhodophyta,1440
AF257450.1,158672,"Schizoseris multinervis ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid gene for plastid product",Red algae,Rhodophyta,1440
AF257449.1,158672,"Schizoseris multinervis ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid gene for plastid product",Red algae,Rhodophyta,1440
AF257448.1,158671,"Schizoseris liaoii ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid gene for plastid product",Red algae,Rhodophyta,1435
AF257447.1,158670,"Schizoseris griffithsia ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid gene for plastid product",Red algae,Rhodophyta,1431
AF257446.1,158669,"Schizoseris dichotoma ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid gene for plastid product",Red algae,Rhodophyta,1436
AF257445.1,158668,"Schizoseris davisii ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid gene for plastid product",Red algae,Rhodophyta,1423
AF257443.1,158665,"Sarcomenia delesserioides ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid gene for plastid product",Red algae,Rhodophyta,1411
AF257442.1,158663,"Pseudophycodrys pulcherrima ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid gene for plastid product",Red algae,Rhodophyta,1444
AF257441.1,158662,"Pseudophycodrys phyllophora ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid gene for plastid product",Red algae,Rhodophyta,1433
AF257440.1,158662,"Pseudophycodrys phyllophora ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid gene for plastid product",Red algae,Rhodophyta,1443
AF257438.1,31391,"Polyneura latissima ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid gene for plastid product",Red algae,Rhodophyta,1436
AF257437.1,136797,"Polyneura bonnemaisonii ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid gene for plastid product",Red algae,Rhodophyta,1436
AF257435.1,158656,"Platyclinia taylorii ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid gene for plastid product",Red algae,Rhodophyta,1410
AF257434.1,158656,"Platyclinia taylorii ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid gene for plastid product",Red algae,Rhodophyta,1410
AF257433.1,158656,"Platyclinia taylorii ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid gene for plastid product",Red algae,Rhodophyta,1440
AF257432.1,158656,"Platyclinia taylorii ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid gene for plastid product",Red algae,Rhodophyta,1440
AF257431.1,158656,"Platyclinia taylorii ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid gene for plastid product",Red algae,Rhodophyta,1440
AF257427.1,158653,"Phycodrys radicosa ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid gene for plastid product",Red algae,Rhodophyta,1443
AF257425.1,158652,"Phycodrys quercifolia ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid gene for plastid product",Red algae,Rhodophyta,1444
EF136632.1,105605,"Hypnea flexicaulis voucher PH048 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1434
EF136631.1,105605,"Hypnea flexicaulis voucher PH30 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1434
EF136630.1,105605,"Hypnea flexicaulis voucher PH37 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1434
EF136629.1,105605,"Hypnea flexicaulis voucher PH17 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1434
EF136628.1,105605,"Hypnea flexicaulis voucher PH14 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1434
EF136627.1,105605,"Hypnea flexicaulis voucher PHBgam ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1434
EF136626.1,105605,"Hypnea flexicaulis voucher PH68 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1434
EF136625.1,105605,"Hypnea flexicaulis voucher PH6 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1434
EF136624.1,105605,"Hypnea flexicaulis voucher PH48 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1434
EF136623.1,105605,"Hypnea flexicaulis voucher PH43 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1434
EF136622.1,105605,"Hypnea flexicaulis voucher PH4 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1434
EF136621.1,105605,"Hypnea flexicaulis voucher PH34 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1434
EF136620.1,105605,"Hypnea flexicaulis voucher PH33 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1434
EF136619.1,105605,"Hypnea flexicaulis voucher PH32 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1434
EF136618.1,105605,"Hypnea flexicaulis voucher PH31 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1434
EF136617.1,105605,"Hypnea flexicaulis voucher PH25 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1434
EF136616.1,105605,"Hypnea flexicaulis voucher PH23 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1434
EF136615.1,105605,"Hypnea flexicaulis voucher PH21 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1434
EF136614.1,105605,"Hypnea flexicaulis voucher PH20 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1434
EF136613.1,105605,"Hypnea flexicaulis voucher PH18 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1434
EF136612.1,105605,"Hypnea flexicaulis voucher PH0524 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1434
EF125878.1,421747,"Reinboldiella warburgii ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",Red algae,Rhodophyta,1405
EF187000.1,218449,"Ceramium kondoi voucher AC240 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",Red algae,Rhodophyta,1406
EF186999.1,218449,"Ceramium kondoi voucher AC182 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",Red algae,Rhodophyta,1406
EF186998.1,218449,"Ceramium kondoi voucher C1597 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",Red algae,Rhodophyta,1406
EF186997.1,218449,"Ceramium kondoi voucher C1595 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",Red algae,Rhodophyta,1406
DQ916305.1,413062,"Haraldiophyllum sp. crispatum ribulose-1,5-bisphosphate carboxylase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1404
DQ916304.1,413062,"Haraldiophyllum sp. crispatum ribulose-1,5-bisphosphate carboxylase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1449
DQ916303.1,413062,"Haraldiophyllum sp. crispatum voucher ASF462 ribulose-1,5-bisphosphate carboxylase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1411
DQ916302.1,413062,"Haraldiophyllum sp. crispatum voucher ASF435 ribulose-1,5-bisphosphate carboxylase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1413
DQ916301.1,413062,"Haraldiophyllum sp. crispatum voucher ASG622 ribulose-1,5-bisphosphate carboxylase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1418
DQ813636.1,397744,"Porphyra sp. stamfordensis voucher NHA77883 ribulose bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; and rbcL-rbcS intergenic spacer, partial sequence; chloroplast",Red algae,Rhodophyta,1456
DQ813633.1,397743,"Porphyra sp. spatulata voucher NHA78032 ribulose bisphosphate carboxylase/oxygenase large subunit-like (rbcL) gene and rbcL-rbcS intergenic spacer, partial sequence; chloroplast",Red algae,Rhodophyta,1428
DQ813625.1,397742,"Porphyra sp. olivii voucher NHA78138 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; and rbcL-rbcS intergenic spacer, partial sequence; chloroplast",Red algae,Rhodophyta,1455
DQ813611.1,397742,"Porphyra sp. olivii voucher NHA77899 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; and rbcL-rbcS intergenic spacer, partial sequence; chloroplast",Red algae,Rhodophyta,1439
DQ813608.1,397741,"Porphyra sp. novae-angliae voucher NHA77792 ribulose bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; and rbcL-rbcS intergenic spacer, partial sequence; chloroplast",Red algae,Rhodophyta,1430
DQ813607.1,397741,"Porphyra sp. novae-angliae voucher NHA77786 ribulose bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; and rbcL-rbcS intergenic spacer, partial sequence; chloroplast",Red algae,Rhodophyta,1413
DQ813594.1,397740,"Porphyra sp. collinsii voucher NHA78139 ribulose bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; and rbcL-rbcS intergenic spacer, partial sequence; chloroplast",Red algae,Rhodophyta,1464
DQ869116.1,95349,"Chondracanthus harveyanus ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1400
DQ869115.1,95349,"Chondracanthus harveyanus ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1400
DQ869114.1,95348,"Chondracanthus exasperatus ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1404
DQ869113.1,95348,"Chondracanthus exasperatus ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1404
DQ869112.1,95348,"Chondracanthus exasperatus ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1404
DQ869111.1,95348,"Chondracanthus exasperatus ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1404
DQ869110.1,95348,"Chondracanthus exasperatus ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1404
DQ869109.1,95348,"Chondracanthus exasperatus ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1404
DQ869108.1,95348,"Chondracanthus exasperatus ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1404
DQ869107.1,95348,"Chondracanthus exasperatus ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1404
DQ869106.1,95348,"Chondracanthus exasperatus ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1404
DQ869105.1,95348,"Chondracanthus exasperatus ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1404
AF146194.2,95348,"Chondracanthus exasperatus ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1404
DQ630041.1,1185355,"Porphyra suborbiculata voucher NHA77881 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; and rbcL-rbcS intergenic spacer, partial sequence; chloroplast",Red algae,Rhodophyta,1415
AF320983.1,102629,"Parviphycus tenuissimus ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1437
AF308795.1,143013,"Gelidium crinale ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast gene for chloroplast product",Red algae,Rhodophyta,1413
AF308787.1,2812,"Gelidium amansii ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast gene for chloroplast product",Red algae,Rhodophyta,1423
AF228754.1,134030,"Porphyra sp. BWT2000C ribulose bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast gene for chloroplast product",Red algae,Rhodophyta,1413
AF228752.1,134028,"Porphyra sp. BWT2000A ribulose bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast gene for chloroplast product",Red algae,Rhodophyta,1414
AF212197.1,128531,"Grateloupia versicolor ribulose-1,5-bisphosphate carboxylase/oxygenase (rbcL) gene, partial cds; chloroplast gene for chloroplast product",Red algae,Rhodophyta,1436
AF212192.1,35195,"Nizymenia australis ribulose-1,5-bisphosphate carboxylase/oxygenase (rbcL) gene, partial cds; chloroplast gene for chloroplast product",Red algae,Rhodophyta,1431
AF212189.1,31472,"Gracilariopsis tenuifrons ribulose-1,5-bisphosphate carboxylase/oxygenase (rbcL) gene, partial cds; chloroplast gene for chloroplast product",Red algae,Rhodophyta,1428
AF212186.1,128537,"Erythrophyllum delesserioides ribulose-1,5-bisphosphate carboxylase/oxygenase (rbcL) gene, partial cds; chloroplast gene for chloroplast product",Red algae,Rhodophyta,1431
DQ787579.1,196632,"Spyridia filamentosa ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",Red algae,Rhodophyta,1433
DQ787577.1,31383,"Spermothamnion repens ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",Red algae,Rhodophyta,1433
DQ787568.1,326255,"Corallophila eatoniana ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",Red algae,Rhodophyta,1433
DQ787591.1,397053,"Rhodymenia intricata ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",Red algae,Rhodophyta,1417
DQ787590.1,118370,"Grateloupia divaricata ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",Red algae,Rhodophyta,1435
DQ787589.1,31452,"Plocamium cartilagineum ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",Red algae,Rhodophyta,1404
DQ787588.1,35178,"Chondracanthus intermedius ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",Red algae,Rhodophyta,1418
DQ787587.1,181222,"Ahnfeltiopsis paradoxa ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",Red algae,Rhodophyta,1439
DQ787586.1,2812,"Gelidium amansii ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",Red algae,Rhodophyta,1442
DQ787585.1,397057,"Chondrophycus intermedius ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",Red algae,Rhodophyta,1442
DQ787584.1,397059,"Brongniartella byssoides ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",Red algae,Rhodophyta,1435
DQ787583.1,35161,"Phycodrys rubens ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",Red algae,Rhodophyta,1426
DQ787580.1,189624,"Dasya collabens ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",Red algae,Rhodophyta,1411
DQ787578.1,397061,"Spongoclonium pastorale ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",Red algae,Rhodophyta,1442
DQ787576.1,218451,"Reinboldiella schmitziana ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",Red algae,Rhodophyta,1442
DQ787575.1,207917,"Ptilota gunneri ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",Red algae,Rhodophyta,1416
DQ787573.1,320444,"Psilothallia dentata ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",Red algae,Rhodophyta,1409
DQ787572.1,189642,"Plumaria plumosa ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",Red algae,Rhodophyta,1436
DQ787571.1,320440,"Neoptilota asplenioides ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",Red algae,Rhodophyta,1409
DQ787570.1,326257,"Microcladia borealis ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",Red algae,Rhodophyta,1442
DQ787569.1,397019,"Herpochondria corallinae ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",Red algae,Rhodophyta,1442
DQ787567.1,326253,"Carpoblepharis flaccida ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",Red algae,Rhodophyta,1444
DQ787566.1,218447,"Campylaephora hypnaeoides ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",Red algae,Rhodophyta,1436
DQ787564.1,397096,"Antithamnionella sp. A31 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",Red algae,Rhodophyta,1429
DQ787562.1,397095,"Nemalion sp. N10 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",Red algae,Rhodophyta,1442
DQ787561.1,397017,"Acrochaetium savianum ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",Red algae,Rhodophyta,1426
DQ787560.1,69143,"Batrachospermum gelatinosum ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",Red algae,Rhodophyta,1436
DQ787559.1,122417,"Ballia callitricha ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",Red algae,Rhodophyta,1414
DQ787558.1,78447,"Corallina pilulifera ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",Red algae,Rhodophyta,1443
DQ787556.1,397087,"Porphyra sp. P245 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",Red algae,Rhodophyta,1442
AF305811.1,143009,"Pterocladiella beachiae from Costa Rica ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast gene for chloroplast product",Red algae,Rhodophyta,1428
AF305808.1,31408,"Pterocladia lucida from Australia ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast gene for chloroplast product",Red algae,Rhodophyta,1405
AF305806.1,143008,"Pterocladiella bartlettii from Costa Rica ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast gene for chloroplast product",Red algae,Rhodophyta,1431
AF305805.1,102628,"Pterocladiella caerulescens from USA ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast gene for chloroplast product",Red algae,Rhodophyta,1404
AF305803.1,143010,"Ptilophora diversifolia from South Africa ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast gene for chloroplast product",Red algae,Rhodophyta,1445
AF305799.1,143004,"Gelidium microdonticum from Costa Rica ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast gene for chloroplast product",Red algae,Rhodophyta,1430
KU359401.1,683350,"Pyropia tanegashimensis isolate PAL3.3 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1482
KU359400.1,683350,"Pyropia tanegashimensis isolate PAL3.2 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1482
KU359399.1,683350,"Pyropia tanegashimensis isolate PAL3.1 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1482
KU359398.1,683350,"Pyropia tanegashimensis isolate PAL2.3 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1482
KU359397.1,683350,"Pyropia tanegashimensis isolate PAL2.2 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1482
KU359396.1,683350,"Pyropia tanegashimensis isolate PAL2.1 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Red algae,Rhodophyta,1482
