arm,acc,taxid,organism,clade,slen,heldout_donor_species
B2_balanced,MK295214.1,3077,"Chlorella vulgaris voucher FACHB-8 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete c",Green algae,1428,False
B2_balanced,MK295213.1,3078,"Auxenochlorella pyrenoidosa voucher FACHB-5 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, c",Green algae,1428,False
B2_balanced,MK295212.1,3082,"Chloroidium saccharophilum voucher FACHB-4 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, co",Green algae,1428,False
B2_balanced,MK295211.1,3075,"Auxenochlorella protothecoides voucher FACHB-3 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene",Green algae,1428,False
B2_balanced,MK295210.1,3075,"Auxenochlorella protothecoides voucher FACHB-2 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene",Green algae,1428,False
B2_balanced,MK295209.1,31301,"Jaagichlorella luteoviridis voucher FACHB-1 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, c",Green algae,1428,False
B2_balanced,MT597114.1,1583041,"Vertebrata hendryi isolate CUK757 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds",Red algae,1408,False
B2_balanced,MT597113.1,159753,"Polysiphonia elongata isolate CUK11335 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partia",Red algae,1408,False
B2_balanced,MT597112.1,173548,"Vertebrata fruticulosa isolate CUK11761 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, parti",Red algae,1437,False
B2_balanced,MT597111.1,2813661,"Vertebrata fucoides isolate CUK11324 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial ",Red algae,1437,False
B2_balanced,MT597110.1,2813662,"Vertebrata patersonis isolate CUK11114 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partia",Red algae,1437,False
B2_balanced,MT597109.1,2202234,"Vertebrata ericoides isolate CUK10958 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial",Red algae,1437,False
B2_balanced,MT597108.1,2006944,"Vertebrata isogona isolate CUK10897 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial c",Red algae,1437,False
B2_balanced,MT597107.1,2813657,"Vertebrata decipiens isolate CUK10933 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial",Red algae,1416,False
B2_balanced,MT597105.1,1583041,"Vertebrata hendryi isolate CUK2958 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cd",Red algae,1437,False
B2_balanced,MT597103.1,2813656,"Vertebrata curta isolate CUK6488 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds;",Red algae,1417,False
B2_balanced,MT597101.1,2813656,"Vertebrata curta isolate CUK6443 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds;",Red algae,1407,False
B2_balanced,MT597100.1,2813656,"Vertebrata curta isolate CUK6429 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds;",Red algae,1437,False
B2_balanced,MT597098.1,2566702,"Eutrichosiphonia confusa isolate CUK609 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, parti",Red algae,1437,False
B2_balanced,MT597097.1,282368,"Eutrichosiphonia paniculata isolate DB302 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, par",Red algae,1437,False
B2_balanced,MT597096.1,282368,"Eutrichosiphonia paniculata isolate DB300 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, par",Red algae,1437,False
B2_balanced,MT597095.1,282368,"Eutrichosiphonia paniculata isolate CUK6526 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, p",Red algae,1437,False
B2_balanced,MT597094.1,2813674,"Eutrichosiphonia tapinocarpa isolate CUK4134 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, ",Red algae,1436,False
B2_balanced,MT597093.1,2813674,"Eutrichosiphonia tapinocarpa isolate CUK4120 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, ",Red algae,1437,False
B2_balanced,MT597091.1,2813655,"Carradoriella platensis isolate CUK8576 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, parti",Red algae,1428,False
B2_balanced,MT597090.1,2813655,"Carradoriella platensis isolate CUK8564 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, parti",Red algae,1424,False
B2_balanced,MT597089.1,2813655,"Carradoriella platensis isolate CUK8563 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, parti",Red algae,1436,False
B2_balanced,MT597088.1,2813655,"Carradoriella platensis isolate CUK8562 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, parti",Red algae,1437,False
B2_balanced,MT597087.1,2813655,"Carradoriella platensis isolate CUK8558 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, parti",Red algae,1437,False
B2_balanced,MT597086.1,2608611,"Leptosiphonia brodiei isolate CUK11869 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partia",Red algae,1437,False
B2_balanced,MT597085.1,2608611,"Leptosiphonia brodiei isolate CUK10864 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partia",Red algae,1437,False
B2_balanced,MT597084.1,2608611,"Leptosiphonia brodiei isolate CUK772 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial ",Red algae,1437,False
B2_balanced,MT597083.1,756394,"Savoiea bipinnata isolate CUK2956 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds",Red algae,1437,False
B2_balanced,MT597082.1,2724446,"Savoiea robusta isolate CUK2954 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; ",Red algae,1437,False
B2_balanced,MT597081.1,2724446,"Savoiea robusta isolate CUK786 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; c",Red algae,1437,False
B2_balanced,MT597080.1,717899,"Kapraunia schneideri isolate CUK537 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial c",Red algae,1437,False
B2_balanced,MT597079.1,717899,"Kapraunia schneideri isolate CUK2089 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial ",Red algae,1437,False
B2_balanced,MT075527.1,2775267,"Halamphora siqueirosii strain CIB10 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial c",Diatoms,1447,False
B2_balanced,MW267923.1,35869,"Zygnema circumcarinatum culture SAG:698-1b ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, co",Charophytes,1428,True
B2_balanced,EF587479.1,3054,"Chlamydomonas moewusii strain UTEX 97 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complet",Green algae,1428,False
B2_balanced,MW182308.1,2020008,"Acrochaetium sp. isolate LMC-YHY-04 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial c",Red algae,1492,False
B2_balanced,MW182307.1,2020008,"Acrochaetium sp. isolate LMC-YHY-03 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial c",Red algae,1492,False
B2_balanced,MT240908.1,2742494,"Meridionella antarctica voucher NCU-A-0009091 ribulose-1,5-bisphosphate carbolylase/oxygenase large subunit (rbcL) gene,",Red algae,1405,False
B2_balanced,MT815849.1,111616,"Ulva australis voucher UC 1142005 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cd",Green algae,1425,False
B2_balanced,MW272546.1,2801001,"Meredithia sp. isolate ES149 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chl",Red algae,1424,False
B2_balanced,MW272544.1,2801001,"Meredithia sp. isolate ES109 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chl",Red algae,1424,False
B2_balanced,MW272543.1,2801001,"Meredithia sp. isolate IBT376 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; ch",Red algae,1424,False
B2_balanced,LC506380.1,432627,"Anamirta cocculus KK-AC-08 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, comp",Other angiosperms,1428,False
B2_balanced,LC506368.1,432627,"Anamirta cocculus KK-AC-07 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, comp",Other angiosperms,1428,False
B2_balanced,LC506356.1,432627,"Anamirta cocculus KK-AC-06 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, comp",Other angiosperms,1428,False
B2_balanced,LC506344.1,432627,"Anamirta cocculus KK-AC-05 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, comp",Other angiosperms,1428,False
B2_balanced,LC506332.1,432627,"Anamirta cocculus KK-AC-04 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, comp",Other angiosperms,1428,False
B2_balanced,LC506320.1,432627,"Anamirta cocculus KK-AC-03 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, comp",Other angiosperms,1428,False
B2_balanced,LC506308.1,432627,"Anamirta cocculus KK-AC-02 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, comp",Other angiosperms,1428,False
B2_balanced,LC506296.1,432627,"Anamirta cocculus KK-AC-01 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, comp",Other angiosperms,1428,False
B2_balanced,MN251841.1,2751879,"Fistulifera alcalina strain BLCC-F88 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial ",Diatoms,1452,False
B2_balanced,MW353801.1,37318,"Pseudo-nitzschia pungens isolate CNS00156 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, par",Diatoms,1452,False
B2_balanced,MW353800.1,37318,"Pseudo-nitzschia pungens isolate CNS00155 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, par",Diatoms,1452,False
B2_balanced,MW353799.1,37318,"Pseudo-nitzschia pungens isolate CNS00154 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, par",Diatoms,1452,False
B2_balanced,MW353798.1,37318,"Pseudo-nitzschia pungens isolate CNS00153 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, par",Diatoms,1452,False
B2_balanced,MW353797.1,37318,"Pseudo-nitzschia pungens isolate CNS00141 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, par",Diatoms,1452,False
B2_balanced,MW353796.1,37318,"Pseudo-nitzschia pungens isolate CNS00110 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, par",Diatoms,1452,False
B2_balanced,MW353795.1,37318,"Pseudo-nitzschia pungens isolate CNS00089 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, par",Diatoms,1452,False
B2_balanced,MW353794.1,37318,"Pseudo-nitzschia pungens isolate CNS00055 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, par",Diatoms,1452,False
B2_balanced,MW353793.1,37318,"Pseudo-nitzschia pungens isolate CNS00043 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, par",Diatoms,1452,False
B2_balanced,MT025710.1,683351,"Porphyra yamadae voucher STNA180110 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial c",Red algae,1432,False
B2_balanced,MT025709.1,683351,"Porphyra yamadae voucher STNA180105 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial c",Red algae,1432,False
B2_balanced,MT025708.1,683351,"Porphyra yamadae voucher STNA170512 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial c",Red algae,1432,False
B2_balanced,MT025707.1,1972480,"Pyropia sp. voucher STNA170104 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; c",Red algae,1432,False
B2_balanced,MT025706.1,2788,"Pyropia yezoensis voucher HT180606 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cd",Red algae,1432,False
B2_balanced,MT025705.1,2788,"Pyropia yezoensis voucher HT180604 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cd",Red algae,1432,False
B2_balanced,MT025704.1,2788,"Pyropia yezoensis voucher HT180602 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cd",Red algae,1432,False
B2_balanced,MT025703.1,2788,"Pyropia yezoensis voucher HT180601 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cd",Red algae,1432,False
B2_balanced,MT025702.1,1262161,"Pyropia haitanensis voucher STNA170507 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partia",Red algae,1432,False
B2_balanced,MT025701.1,76160,"Pyropia dentata voucher STNA180227 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cd",Red algae,1432,False
B2_balanced,MT025700.1,1262161,"Pyropia haitanensis voucher STNA171106 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partia",Red algae,1423,False
B2_balanced,MT025699.1,1262161,"Pyropia haitanensis voucher STNA180122 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partia",Red algae,1432,False
B2_balanced,MT025698.1,1262161,"Pyropia haitanensis voucher STNA171224 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partia",Red algae,1423,False
B2_balanced,MT025697.1,1262161,"Pyropia haitanensis voucher STNA171104 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partia",Red algae,1432,False
B2_balanced,MT025696.1,1262161,"Pyropia haitanensis voucher STNA180120 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partia",Red algae,1423,False
B2_balanced,MT025695.1,1262161,"Pyropia haitanensis voucher STNA180304 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partia",Red algae,1423,False
B2_balanced,MT025694.1,1262161,"Pyropia haitanensis voucher STNA171101 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partia",Red algae,1432,False
B2_balanced,MT025692.1,1262161,"Pyropia haitanensis voucher STNA180102 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partia",Red algae,1432,False
B2_balanced,MT025691.1,1262161,"Pyropia haitanensis voucher STNA180101 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partia",Red algae,1432,False
B2_balanced,MT501485.1,2738511,"Yonagunia maillardii HEC7192 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (RbcL) gene, partial cds; chl",Red algae,1401,False
B2_balanced,MT501480.1,2738511,"Yonagunia maillardii HEC11596 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (RbcL) gene, partial cds; ch",Red algae,1400,False
B2_balanced,MN734093.1,2267605,"Tryblionella hungarica strain TRY986CAT ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, parti",Diatoms,1418,False
B2_balanced,MN734092.1,2267605,"Tryblionella hungarica strain TRY981CAT ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, parti",Diatoms,1430,False
B2_balanced,MN734091.1,2267605,"Tryblionella hungarica strain TRY951CAT ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, parti",Diatoms,1438,False
B2_balanced,MN734087.1,303400,"Nitzschia palea strain R8 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloro",Diatoms,1426,False
B2_balanced,MN734085.1,2679981,"Nitzschia cf. pumila strain Nit57 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds",Diatoms,1437,False
B2_balanced,MN734084.1,303399,"Nitzschia acicularis strain Nit56 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds",Diatoms,1420,False
B2_balanced,MN734082.1,2679987,"Nitzschia cf. gracilis strain Nit51 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial c",Diatoms,1424,False
B2_balanced,MN734081.1,1261641,"Nitzschia draveillensis strain Nit50 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial ",Diatoms,1406,False
B2_balanced,MN734080.1,2679986,"Nitzschia cf. sigma strain NIT1013ABR ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial",Diatoms,1437,False
B2_balanced,MN734079.1,1884248,"Nitzschia sp. (in: diatoms) strain NIT1012CAT ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene,",Diatoms,1426,False
B2_balanced,MN734078.1,303400,"Nitzschia palea strain NIT1011KEL [DM1011] ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, pa",Diatoms,1426,False
B2_balanced,MN734077.1,185983,"Nitzschia cf. pusilla strain NIT1003CAT ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, parti",Diatoms,1430,False
B2_balanced,MN734067.1,2126243,"Psammodictyon sp. strain Corsica ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds;",Diatoms,1408,False
B2_balanced,MT281573.1,264542,"Alsophila austroyunnanensis voucher Dong4845-1 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene",Ferns,1429,False
B2_balanced,MT281572.1,204585,"Gymnosphaera podophylla voucher Dong4871-1 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, pa",Ferns,1416,False
B2_balanced,MT281571.1,2790329,"Gymnosphaera saxicola voucher Zuo2825 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial",Ferns,1415,False
B2_balanced,MT281570.1,2790329,"Gymnosphaera saxicola voucher Dong5015-2 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, part",Ferns,1413,False
B2_balanced,MT281569.1,2598370,"Gymnosphaera salletii voucher Dong4905-1 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, part",Ferns,1414,False
B2_balanced,MT281568.1,2790328,"Gymnosphaera sp. Tong 1078-2 voucher Tong1078-2 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gen",Ferns,1418,False
B2_balanced,MT281567.1,2790327,"Gymnosphaera sp. Tong 1078-1 voucher Tong1078-1 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gen",Ferns,1418,False
B2_balanced,MT281566.1,2790329,"Gymnosphaera saxicola voucher Dong5017-1 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, part",Ferns,1413,False
B2_balanced,MT281565.1,264542,"Alsophila austroyunnanensis voucher Dong4772-1 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene",Ferns,1429,False
B2_balanced,MT281564.1,2161858,"Gymnosphaera andersonii voucher Zuo364 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partia",Ferns,1419,False
B2_balanced,MT281563.1,2161858,"Gymnosphaera andersonii voucher Zuo359 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partia",Ferns,1419,False
B2_balanced,MT281562.1,872495,"Alsophila metteniana voucher Dong4748-1 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, parti",Ferns,1419,False
B2_balanced,MT281561.1,204585,"Gymnosphaera podophylla voucher Dong4762-1 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, pa",Ferns,1417,False
B2_balanced,MT281560.1,2598370,"Gymnosphaera salletii voucher Dong4876 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partia",Ferns,1414,False
B2_balanced,MT281559.1,2598368,"Gymnosphaera ramispina voucher Dong4955-1 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, par",Ferns,1418,False
B2_balanced,MT281558.1,872495,"Alsophila metteniana voucher Dong4720-2 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, parti",Ferns,1419,False
B2_balanced,MT281557.1,204585,"Gymnosphaera podophylla voucher Dong4770-1 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, pa",Ferns,1416,False
B2_balanced,MT281556.1,1710905,"Gymnosphaera khasyana voucher Dong4816-6 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, part",Ferns,1415,False
B2_balanced,MT281555.1,872495,"Alsophila metteniana voucher Dong4741-1 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, parti",Ferns,1418,False
B2_balanced,MT281554.1,1710905,"Gymnosphaera khasyana voucher Dong4816-4 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, part",Ferns,1414,False
B2_balanced,MT281553.1,1710918,"Cyathea glabra voucher Dong4883-1 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds",Ferns,1419,False
B2_balanced,MT281552.1,1710918,"Cyathea glabra voucher Dong4893-1 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds",Ferns,1419,False
B2_balanced,MT281551.1,1710918,"Cyathea glabra voucher Hui003-1 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; ",Ferns,1419,False
B2_balanced,MT281550.1,204588,"Alsophila gigantea voucher Dong4830-9 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial",Ferns,1419,False
B2_balanced,MT281549.1,204588,"Alsophila gigantea voucher Dong4788-1 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial",Ferns,1419,False
B2_balanced,MT281548.1,204588,"Alsophila gigantea voucher Dong4771-1 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial",Ferns,1419,False
B2_balanced,MT281547.1,2790330,"Gymnosphaera gammiei voucher Zuo1232 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial ",Ferns,1419,False
B2_balanced,MT281546.1,2790330,"Gymnosphaera gammiei voucher Zuo1265 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial ",Ferns,1419,False
B2_balanced,MT281545.1,204584,"Gymnosphaera denticulata voucher Dong4719-9 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, p",Ferns,1417,False
B2_balanced,MT281544.1,204584,"Gymnosphaera denticulata voucher Dong4718-2 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, p",Ferns,1417,False
B2_balanced,MT281543.1,204584,"Gymnosphaera denticulata voucher Dong4714-1 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, p",Ferns,1417,False
B2_balanced,MT281542.1,2790331,"Gymnosphaera bonii voucher Dong4999-1 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial",Ferns,1415,False
B2_balanced,MT281541.1,2790331,"Gymnosphaera bonii voucher Dong4987-1 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial",Ferns,1415,False
B2_balanced,MT281540.1,2790331,"Gymnosphaera bonii voucher Dong4749-1 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial",Ferns,1416,False
B2_balanced,MT281539.1,1710921,"Alsophila latebrosa voucher Dong4894-1 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partia",Ferns,1435,False
B2_balanced,MT281538.1,204586,"Alsophila spinulosa voucher Dong4872-1 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partia",Ferns,1434,False
B2_balanced,MT281537.1,2790331,"Gymnosphaera bonii voucher Dong4727-3 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial",Ferns,1416,False
B2_balanced,MT281536.1,2790331,"Gymnosphaera bonii voucher Dong4724-2 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial",Ferns,1416,False
B2_balanced,MT281535.1,2598504,"Gymnosphaera bachmaensis voucher Dong4880-8 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, p",Ferns,1415,False
B2_balanced,MT281534.1,2598504,"Gymnosphaera bachmaensis voucher Dong4880-3 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, p",Ferns,1415,False
B2_balanced,MT919086.1,338881,"Gracilaria rangiferina isolate R5.FG239.SthAfrica ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) g",Red algae,1405,False
B2_balanced,MT919085.1,2510791,"Gracilaria firma isolate VietNam.LAF729 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, parti",Red algae,1405,False
B2_balanced,MT919084.1,2783451,"Gracilaria crassissima isolate R7.FG228.Belize ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene",Red algae,1405,False
B2_balanced,MT919083.1,2783451,"Gracilaria crassissima isolate R6.Belize ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, part",Red algae,1405,False
B2_balanced,MT919082.1,2783451,"Gracilaria crassissima isolate R12.BELIZE ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, par",Red algae,1405,False
B2_balanced,MT919081.1,356490,"Gracilaria cornea isolate Guade.Fredericq ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, par",Red algae,1405,False
B2_balanced,MT919074.1,2782747,"Gracilaria birdiae isolate BR.CE.PLAST ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partia",Red algae,1405,False
B2_balanced,MT478092.1,86657,"Turbinaria ornata isolate DBIS28 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds;",Brown algae,1401,False
B2_balanced,MT478085.1,470590,"Palisada perforata isolate DBIS21 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cd",Red algae,1467,False
B2_balanced,MT478084.1,259032,"Liagora albicans isolate DBIS20 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; ",Red algae,1434,False
B2_balanced,MT478083.1,38544,"Kappaphycus alvarezii isolate DBIS19 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial ",Red algae,1419,False
B2_balanced,MT478078.1,2767802,"Grateloupia sp. DBIS14 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloropla",Red algae,1458,False
B2_balanced,MT478077.1,172976,"Gracilariopsis longissima isolate DBIS13 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, part",Red algae,1440,False
