acc,taxid,slen,organelle_class
NC_081608.1,2602971,156979,photosynthetic plastid
NC_081609.1,1908765,157146,photosynthetic plastid
NC_081610.1,106477,156895,photosynthetic plastid
NC_081611.1,294031,156188,photosynthetic plastid
NC_081612.1,1618065,157378,photosynthetic plastid
NC_081613.1,3051554,158883,photosynthetic plastid
NC_081614.1,3051555,157680,photosynthetic plastid
NC_081615.1,294032,158966,photosynthetic plastid
NC_081616.1,3051596,155795,photosynthetic plastid
NC_081617.1,588399,159375,photosynthetic plastid
NC_081618.1,482611,157554,photosynthetic plastid
NC_081619.1,1620205,157665,photosynthetic plastid
NC_081620.1,3051556,157872,photosynthetic plastid
NC_081621.1,405629,157744,photosynthetic plastid
NC_081622.1,588398,158591,photosynthetic plastid
NC_081623.1,2136380,156507,photosynthetic plastid
NC_081624.1,2014384,159293,photosynthetic plastid
NC_081625.1,863858,157699,photosynthetic plastid
NC_081626.1,294042,157147,photosynthetic plastid
NC_081627.1,2708201,156248,photosynthetic plastid
NC_081628.1,294043,158700,photosynthetic plastid
NC_081629.1,294044,156493,photosynthetic plastid
NC_081630.1,3051557,156698,photosynthetic plastid
NC_081631.1,3051558,157383,photosynthetic plastid
NC_081632.1,3051559,157668,photosynthetic plastid
NC_081633.1,3051560,157699,photosynthetic plastid
NC_081634.1,588397,157290,photosynthetic plastid
NC_081635.1,49533,157480,photosynthetic plastid
NC_081636.1,482607,157175,photosynthetic plastid
NC_081637.1,3051561,157404,photosynthetic plastid
NC_081638.1,3051562,157447,photosynthetic plastid
NC_081639.1,3051563,158729,photosynthetic plastid
NC_081640.1,622461,157347,photosynthetic plastid
NC_081641.1,1908568,157011,photosynthetic plastid
NC_081642.1,588396,158821,photosynthetic plastid
NC_081643.1,2708205,157626,photosynthetic plastid
NC_081644.1,3051564,157197,photosynthetic plastid
NC_081645.1,482609,159328,photosynthetic plastid
NC_081646.1,294051,156839,photosynthetic plastid
NC_081647.1,1842907,156838,photosynthetic plastid
NC_081648.1,220113,157726,photosynthetic plastid
NC_081649.1,588395,156843,photosynthetic plastid
NC_081650.1,1908573,157139,photosynthetic plastid
NC_081651.1,1842910,157372,photosynthetic plastid
NC_081652.1,49889,157981,photosynthetic plastid
NC_081653.1,294056,155849,photosynthetic plastid
NC_081654.1,49890,156305,photosynthetic plastid
NC_081655.1,3051566,157729,photosynthetic plastid
NC_081656.1,3051567,157647,photosynthetic plastid
NC_081657.1,2708212,157692,photosynthetic plastid
NC_081658.1,3155939,157728,photosynthetic plastid
NC_081659.1,294059,157282,photosynthetic plastid
NC_081660.1,106481,158017,photosynthetic plastid
NC_081661.1,3051568,158732,photosynthetic plastid
NC_081662.1,2708215,157649,photosynthetic plastid
NC_081663.1,2708216,157147,photosynthetic plastid
NC_081664.1,3051569,157732,photosynthetic plastid
NC_081665.1,2709153,156764,photosynthetic plastid
NC_081666.1,2014390,157728,photosynthetic plastid
NC_081667.1,622465,157403,photosynthetic plastid
NC_081668.1,294061,157373,photosynthetic plastid
NC_081669.1,3051570,157172,photosynthetic plastid
NC_081670.1,2708219,157717,photosynthetic plastid
NC_081671.1,3051571,159237,photosynthetic plastid
NC_081672.1,294064,157673,photosynthetic plastid
NC_081673.1,588392,158630,photosynthetic plastid
NC_081674.1,294066,157420,photosynthetic plastid
NC_081675.1,2708221,156729,photosynthetic plastid
NC_081676.1,1908577,157529,photosynthetic plastid
NC_081677.1,1908578,156082,photosynthetic plastid
NC_081678.1,2014391,158767,photosynthetic plastid
NC_081679.1,294068,156809,photosynthetic plastid
NC_081680.1,2014393,157955,photosynthetic plastid
NC_081681.1,1842917,157275,photosynthetic plastid
NC_081682.1,1842918,157324,photosynthetic plastid
NC_081683.1,1908581,155914,photosynthetic plastid
NC_081684.1,2014394,157333,photosynthetic plastid
NC_081685.1,1908582,157689,photosynthetic plastid
NC_081686.1,588390,159235,photosynthetic plastid
NC_081687.1,3051572,156906,photosynthetic plastid
NC_081688.1,3051573,158883,photosynthetic plastid
NC_081689.1,622466,157725,photosynthetic plastid
NC_081690.1,588389,157733,photosynthetic plastid
NC_081691.1,1842920,157826,photosynthetic plastid
NC_081692.1,3051574,157200,photosynthetic plastid
NC_081693.1,1842921,157328,photosynthetic plastid
NC_081694.1,3051575,157491,photosynthetic plastid
NC_081695.1,294073,156888,photosynthetic plastid
NC_081696.1,2708226,156459,photosynthetic plastid
NC_081697.1,1842923,156825,photosynthetic plastid
NC_081698.1,3051576,157373,photosynthetic plastid
NC_081699.1,588388,159185,photosynthetic plastid
NC_081700.1,3051577,157049,photosynthetic plastid
NC_081701.1,1908586,155830,photosynthetic plastid
NC_081702.1,2014398,158686,photosynthetic plastid
NC_081703.1,405631,157160,photosynthetic plastid
NC_081704.1,294097,157179,photosynthetic plastid
NC_081705.1,1093659,157644,photosynthetic plastid
NC_081706.1,588387,159113,photosynthetic plastid
NC_081707.1,1842927,157119,photosynthetic plastid
NC_081708.1,482610,157196,photosynthetic plastid
NC_081709.1,405632,157301,photosynthetic plastid
NC_081710.1,3051578,157168,photosynthetic plastid
NC_081711.1,1908588,157388,photosynthetic plastid
NC_081712.1,3051579,159183,photosynthetic plastid
NC_081713.1,588386,159219,photosynthetic plastid
NC_081714.1,294079,157788,photosynthetic plastid
NC_081715.1,2136396,154466,photosynthetic plastid
NC_081716.1,588385,156652,photosynthetic plastid
NC_081717.1,129734,156376,photosynthetic plastid
NC_081718.1,294081,157756,photosynthetic plastid
NC_081719.1,3051580,157129,photosynthetic plastid
NC_081720.1,3051581,157728,photosynthetic plastid
NC_081721.1,3051582,157116,photosynthetic plastid
NC_081722.1,3051583,157392,photosynthetic plastid
NC_081723.1,3051584,158547,photosynthetic plastid
NC_081724.1,3051585,157377,photosynthetic plastid
NC_081725.1,3051586,157597,photosynthetic plastid
NC_081726.1,3051587,156852,photosynthetic plastid
NC_081727.1,622467,157106,photosynthetic plastid
NC_081728.1,1908592,157670,photosynthetic plastid
NC_081729.1,588383,158892,photosynthetic plastid
NC_081730.1,106485,157000,photosynthetic plastid
NC_081731.1,1842930,157449,photosynthetic plastid
NC_081732.1,3051588,157229,photosynthetic plastid
NC_081733.1,2086496,155781,photosynthetic plastid
NC_081734.1,405634,157207,photosynthetic plastid
NC_081735.1,294083,156615,photosynthetic plastid
NC_081736.1,3051589,157683,photosynthetic plastid
NC_081737.1,2014404,158676,photosynthetic plastid
NC_081738.1,2014405,158683,photosynthetic plastid
NC_081739.1,2014406,159217,photosynthetic plastid
NC_081740.1,294085,156980,photosynthetic plastid
NC_081741.1,1842931,157810,photosynthetic plastid
NC_081742.1,294098,157063,photosynthetic plastid
NC_081743.1,863859,157747,photosynthetic plastid
NC_081744.1,3051590,159182,photosynthetic plastid
NC_081745.1,2014407,157655,photosynthetic plastid
NC_081746.1,2014408,159155,photosynthetic plastid
NC_081747.1,3051591,157334,photosynthetic plastid
NC_081748.1,2709155,156306,photosynthetic plastid
NC_081749.1,3051592,158902,photosynthetic plastid
NC_081750.1,294094,156261,photosynthetic plastid
NC_081751.1,3051593,156123,photosynthetic plastid
NC_081752.1,1093665,157587,photosynthetic plastid
NC_081753.1,1093671,157756,photosynthetic plastid
NC_081754.1,1908774,157224,photosynthetic plastid
NC_081863.1,130446,123801,photosynthetic plastid
NC_081864.1,354484,158267,photosynthetic plastid
NC_081865.1,282647,155849,photosynthetic plastid
NC_081866.1,1764330,156969,photosynthetic plastid
NC_081867.1,1226053,157247,photosynthetic plastid
NC_081868.1,1226057,158837,photosynthetic plastid
NC_081869.1,76957,156892,photosynthetic plastid
NC_081870.1,1226069,155807,photosynthetic plastid
NC_081871.1,1226071,156653,photosynthetic plastid
NC_081873.1,1226072,157438,photosynthetic plastid
NC_081874.1,3002538,157286,photosynthetic plastid
NC_081875.1,282608,157416,photosynthetic plastid
NC_081876.1,1125850,157114,photosynthetic plastid
NC_081877.1,2981376,157307,photosynthetic plastid
NC_081878.1,354496,159341,photosynthetic plastid
NC_081879.1,1226079,157378,photosynthetic plastid
NC_081880.1,354498,158159,photosynthetic plastid
NC_081881.1,68548,158994,photosynthetic plastid
NC_081882.1,1619493,158901,photosynthetic plastid
NC_081883.1,282616,156131,photosynthetic plastid
NC_081884.1,3002497,157057,photosynthetic plastid
NC_081885.1,68552,156828,photosynthetic plastid
NC_081887.1,2981400,157338,photosynthetic plastid
NC_081888.1,483713,157050,photosynthetic plastid
NC_081889.1,1226096,158725,photosynthetic plastid
NC_081890.1,282629,157111,photosynthetic plastid
NC_081891.1,282631,157194,photosynthetic plastid
NC_081892.1,1226099,157309,photosynthetic plastid
NC_081893.1,282636,157198,photosynthetic plastid
NC_081894.1,2981423,156908,photosynthetic plastid
NC_081895.1,1226103,156096,photosynthetic plastid
NC_081896.1,2820919,157239,photosynthetic plastid
NC_081897.1,2981431,155376,photosynthetic plastid
NC_081898.1,3002539,156643,photosynthetic plastid
NC_081899.1,2492890,156805,photosynthetic plastid
NC_081900.1,1226106,158380,photosynthetic plastid
NC_081901.1,282620,155363,photosynthetic plastid
NC_081902.1,282618,157091,photosynthetic plastid
NC_081903.1,1740896,159808,photosynthetic plastid
NC_081904.1,49881,157435,photosynthetic plastid
NC_081905.1,2708235,157475,photosynthetic plastid
NC_081906.1,100679,161108,photosynthetic plastid
NC_081907.1,1045195,104590,photosynthetic plastid
NC_081908.1,376254,156003,photosynthetic plastid
NC_081909.1,575199,129453,photosynthetic plastid
NC_081910.1,199225,876608,mitochondrion
NC_081911.1,669305,152283,photosynthetic plastid
NC_081912.1,3044619,152064,photosynthetic plastid
NC_081913.1,118375,28265,mitochondrion
NC_081914.1,684743,150842,photosynthetic plastid
NC_081915.1,684741,150873,photosynthetic plastid
NC_081916.1,1161186,139665,photosynthetic plastid
NC_081917.1,591211,139583,photosynthetic plastid
NC_081918.1,862984,139688,photosynthetic plastid
NC_081919.1,179661,139665,photosynthetic plastid
NC_081920.1,1197756,139753,photosynthetic plastid
NC_081921.1,1569453,139686,photosynthetic plastid
NC_081922.1,591212,139656,photosynthetic plastid
NC_081923.1,145982,139740,photosynthetic plastid
NC_081924.1,1569454,139615,photosynthetic plastid
NC_081925.1,87236,135967,photosynthetic plastid
NC_081926.1,319738,164005,photosynthetic plastid
NC_081927.1,1689977,14893,mitochondrion
NC_081928.1,182325,681203,mitochondrion
NC_081929.1,3058894,153234,photosynthetic plastid
NC_081930.1,995786,153187,photosynthetic plastid
NC_081931.1,995797,153185,photosynthetic plastid
NC_081932.1,1701878,153194,photosynthetic plastid
NC_081933.1,39358,297777,mitochondrion
NC_081934.1,2902610,675483,mitochondrion
NC_081935.1,176607,152325,photosynthetic plastid
NC_081936.1,176604,151368,photosynthetic plastid
NC_081937.1,183032,152246,photosynthetic plastid
NC_081938.1,1532449,153670,photosynthetic plastid
NC_081939.1,176532,151981,photosynthetic plastid
NC_081940.1,183029,151340,photosynthetic plastid
NC_081941.1,171780,151785,photosynthetic plastid
NC_081942.1,496607,152976,photosynthetic plastid
NC_081943.1,375931,152332,photosynthetic plastid
NC_081944.1,41659,152212,photosynthetic plastid
NC_081945.1,183056,152645,photosynthetic plastid
NC_081946.1,1542364,152632,photosynthetic plastid
NC_081947.1,496632,152376,photosynthetic plastid
NC_081948.1,1532452,152770,photosynthetic plastid
NC_081949.1,2782251,152804,photosynthetic plastid
NC_081950.1,316966,152779,photosynthetic plastid
NC_081951.1,342426,28462,mitochondrion
NC_081952.1,232573,14588,mitochondrion
NC_081953.1,3032138,15821,mitochondrion
NC_081954.1,748153,15462,mitochondrion
NC_081955.1,61848,15694,mitochondrion
NC_081956.1,1895167,17521,mitochondrion
NC_081957.1,1478008,16943,mitochondrion
NC_081958.1,66435,16384,mitochondrion
NC_081959.1,66436,16392,mitochondrion
NC_081960.1,38857,136772,photosynthetic plastid
NC_081961.1,1617354,143456,photosynthetic plastid
NC_081962.1,400887,156773,photosynthetic plastid
NC_081963.1,909121,16512,mitochondrion
NC_081964.1,537456,15725,mitochondrion
NC_081965.1,163893,15222,mitochondrion
NC_081966.1,167147,17202,mitochondrion
NC_081967.1,3048001,16253,mitochondrion
NC_081968.1,76160,26543,mitochondrion
NC_081969.1,79731,32498,mitochondrion
NC_081970.1,509906,17664,mitochondrion
NC_081971.1,133573,163693,photosynthetic plastid
NC_081972.1,76160,196617,photosynthetic plastid
NC_081973.1,79731,192614,photosynthetic plastid
NC_081974.1,342427,13933,mitochondrion
NC_081975.1,3061172,16616,mitochondrion
NC_081976.1,3053917,153516,photosynthetic plastid
NC_081977.1,2259356,15081,mitochondrion
NC_081978.1,3007093,16795,mitochondrion
NC_081979.1,2965260,14406,mitochondrion
NC_081980.1,2696312,16320,mitochondrion
NC_081981.1,2904669,16330,mitochondrion
NC_081982.1,1620028,160864,photosynthetic plastid
NC_081983.1,1370059,160817,photosynthetic plastid
NC_081984.1,416640,161519,photosynthetic plastid
NC_081985.1,139933,161642,photosynthetic plastid
NC_081986.1,139936,161129,photosynthetic plastid
NC_081987.1,3059074,158305,photosynthetic plastid
NC_081988.1,3059069,160306,photosynthetic plastid
NC_081989.1,16723,160216,photosynthetic plastid
NC_081990.1,43146,16589,mitochondrion
NC_081991.1,3061097,16420,mitochondrion
NC_081992.1,2529268,15889,mitochondrion
NC_081993.1,2775423,129806,photosynthetic plastid
NC_081994.1,748710,159741,photosynthetic plastid
NC_081995.1,1161996,152481,photosynthetic plastid
NC_081996.1,1970670,152554,photosynthetic plastid
NC_081997.1,1970668,152088,photosynthetic plastid
NC_081998.1,2493990,157292,photosynthetic plastid
NC_081999.1,3062349,159799,photosynthetic plastid
NC_082000.1,3062351,158994,photosynthetic plastid
NC_082001.1,43077,159450,photosynthetic plastid
NC_082002.1,3062352,159420,photosynthetic plastid
NC_082003.1,3062350,158984,photosynthetic plastid
NC_082004.1,3062348,158528,photosynthetic plastid
NC_082005.1,2859069,158147,photosynthetic plastid
NC_082006.1,2859219,158746,photosynthetic plastid
NC_082007.1,312614,160595,photosynthetic plastid
NC_082008.1,1441980,157730,photosynthetic plastid
NC_082009.1,2859220,159999,photosynthetic plastid
NC_082010.1,312924,159726,photosynthetic plastid
NC_082011.1,2862181,159092,photosynthetic plastid
NC_082012.1,1526640,159119,photosynthetic plastid
NC_082013.1,1217240,157867,photosynthetic plastid
NC_082014.1,312940,159858,photosynthetic plastid
NC_082015.1,312915,158546,photosynthetic plastid
NC_082016.1,188331,156895,photosynthetic plastid
NC_082017.1,188325,156350,photosynthetic plastid
NC_082018.1,312933,159258,photosynthetic plastid
NC_082019.1,312931,159557,photosynthetic plastid
NC_082020.1,162018,158586,photosynthetic plastid
NC_082021.1,2806810,158512,photosynthetic plastid
NC_082022.1,312929,158141,photosynthetic plastid
NC_082023.1,907228,160927,photosynthetic plastid
NC_082024.1,312920,158460,photosynthetic plastid
NC_082025.1,178175,159111,photosynthetic plastid
NC_082026.1,2870639,158550,photosynthetic plastid
NC_082027.1,1679386,158956,photosynthetic plastid
NC_082028.1,2994697,159371,photosynthetic plastid
NC_082029.1,3019641,152693,photosynthetic plastid
NC_082030.1,3019642,152658,photosynthetic plastid
NC_082031.1,165345,152957,photosynthetic plastid
NC_082032.1,3019644,152779,photosynthetic plastid
NC_082033.1,1205704,152587,photosynthetic plastid
NC_082034.1,1978023,16090,mitochondrion
NC_082035.1,3062133,15434,mitochondrion
NC_082036.1,700817,15025,mitochondrion
NC_082037.1,35137,116906,photosynthetic plastid
NC_082038.1,262607,14248,mitochondrion
NC_082039.1,137221,302993,mitochondrion
NC_082040.1,468851,148347,photosynthetic plastid
NC_082041.1,468848,147244,photosynthetic plastid
NC_082042.1,468856,148290,photosynthetic plastid
NC_082043.1,331162,148216,photosynthetic plastid
NC_082044.1,468858,148391,photosynthetic plastid
NC_082045.1,339046,148110,photosynthetic plastid
NC_082046.1,212052,147311,photosynthetic plastid
NC_082047.1,228478,148905,photosynthetic plastid
NC_082048.1,212053,149240,photosynthetic plastid
NC_082049.1,75580,149453,photosynthetic plastid
NC_082050.1,91246,152720,photosynthetic plastid
NC_082051.1,128738,151778,photosynthetic plastid
NC_082052.1,52299,151743,photosynthetic plastid
NC_082053.1,3953,166070,photosynthetic plastid
NC_082054.1,2508703,153647,photosynthetic plastid
NC_082055.1,2883515,159840,photosynthetic plastid
NC_082056.1,455101,160271,photosynthetic plastid
NC_082057.1,72166,161352,photosynthetic plastid
NC_082058.1,1357978,22163,mitochondrion
NC_082059.1,3063155,118233,photosynthetic plastid
NC_082060.1,255983,118423,photosynthetic plastid
NC_082061.1,814928,161391,photosynthetic plastid
NC_082062.1,1502332,15397,mitochondrion
NC_082063.1,1502171,15656,mitochondrion
NC_082064.1,226581,471696,mitochondrion
NC_082065.1,1008900,750457,mitochondrion
NC_082066.1,75485,16835,mitochondrion
NC_082067.1,2058785,143219,photosynthetic plastid
NC_082068.1,519236,169147,photosynthetic plastid
NC_082069.1,424406,211508,photosynthetic plastid
NC_082070.1,329816,189440,photosynthetic plastid
NC_082071.1,424407,194140,photosynthetic plastid
NC_082072.1,442831,203147,photosynthetic plastid
NC_082073.1,105231,178271,photosynthetic plastid
NC_082074.1,184584,193751,photosynthetic plastid
NC_082075.1,181804,252075,photosynthetic plastid
NC_082076.1,2058781,127841,photosynthetic plastid
NC_082077.1,2058782,166784,photosynthetic plastid
NC_082078.1,2058783,199199,photosynthetic plastid
NC_082079.1,3056834,15899,mitochondrion
NC_082080.1,127654,15483,mitochondrion
NC_082081.1,2039362,17118,mitochondrion
NC_082082.1,1342839,15513,mitochondrion
NC_082083.1,2806112,16435,mitochondrion
NC_082084.1,356243,15666,mitochondrion
NC_082085.1,2039361,15621,mitochondrion
NC_082086.1,1342834,15819,mitochondrion
NC_082087.1,1342833,15606,mitochondrion
NC_082088.1,2842115,15607,mitochondrion
NC_082089.1,2039359,15598,mitochondrion
NC_082090.1,2842113,15481,mitochondrion
NC_082091.1,2842114,15496,mitochondrion
NC_082092.1,1342835,15516,mitochondrion
NC_082093.1,2039360,15499,mitochondrion
NC_082094.1,2829185,15661,mitochondrion
NC_082095.1,167791,437271,mitochondrion
NC_082096.1,146542,158002,photosynthetic plastid
NC_082097.1,1608326,15060,mitochondrion
NC_082098.1,548154,139839,photosynthetic plastid
NC_082099.1,418257,152959,photosynthetic plastid
NC_082100.1,796862,133943,photosynthetic plastid
NC_082101.1,640487,154407,photosynthetic plastid
NC_082102.1,2058583,153891,photosynthetic plastid
NC_082103.1,2723987,19924,mitochondrion
NC_082104.1,35922,150664,photosynthetic plastid
NC_082105.1,413958,164305,photosynthetic plastid
NC_082106.1,1736650,153159,photosynthetic plastid
NC_082107.1,74693,151277,photosynthetic plastid
NC_082108.1,1871911,202019,mitochondrion
NC_082109.1,1871911,151073,photosynthetic plastid
NC_082110.1,167429,160873,photosynthetic plastid
NC_082111.1,3064204,17160,mitochondrion
NC_082112.1,3064207,16821,mitochondrion
NC_082113.1,3064205,15839,mitochondrion
NC_082114.1,1864538,18825,mitochondrion
NC_082115.1,1499945,30698,photosynthetic plastid
NC_082116.1,395525,18553,mitochondrion
NC_082117.1,1940160,15344,mitochondrion
NC_082118.1,2952141,14492,mitochondrion
NC_082119.1,107362,383969,mitochondrion
NC_082120.1,308153,153028,photosynthetic plastid
NC_082121.1,929486,153448,photosynthetic plastid
NC_082122.1,303138,153360,photosynthetic plastid
NC_082123.1,2508702,153459,photosynthetic plastid
NC_082124.1,1280382,154006,photosynthetic plastid
NC_082125.1,2508703,153668,photosynthetic plastid
NC_082126.1,3040084,153669,photosynthetic plastid
NC_082127.1,1501001,153013,photosynthetic plastid
NC_082128.1,3040082,152900,photosynthetic plastid
NC_082129.1,3040083,153991,photosynthetic plastid
NC_082130.1,1500981,154296,photosynthetic plastid
NC_082131.1,1500985,153942,photosynthetic plastid
NC_082132.1,1500988,153885,photosynthetic plastid
NC_082133.1,386643,153688,photosynthetic plastid
NC_082134.1,2508705,153876,photosynthetic plastid
NC_082135.1,2508706,154402,photosynthetic plastid
NC_082136.1,1150200,18873,mitochondrion
NC_082137.1,1391560,15814,mitochondrion
NC_082138.1,1079936,16244,mitochondrion
NC_082139.1,508943,16102,mitochondrion
NC_082140.1,204098,152365,photosynthetic plastid
NC_082142.1,3064708,19948,mitochondrion
NC_082143.1,3064707,17240,mitochondrion
NC_082144.1,1618295,16870,mitochondrion
NC_082145.1,3059073,19358,mitochondrion
NC_082146.1,1911542,17569,mitochondrion
NC_082147.1,2761036,17203,mitochondrion
NC_082148.1,37601,16813,mitochondrion
NC_082149.1,486490,13281,mitochondrion
NC_082150.1,2547534,13285,mitochondrion
NC_082151.1,1032967,153988,photosynthetic plastid
NC_082152.1,656710,153781,photosynthetic plastid
NC_082153.1,656731,153711,photosynthetic plastid
NC_082154.1,1032945,154085,photosynthetic plastid
NC_082155.1,2663199,152945,photosynthetic plastid
NC_082156.1,3054420,15153,mitochondrion
NC_082157.1,215256,140940,mitochondrion
NC_082158.1,59649,14463,mitochondrion
NC_082159.1,1965274,15164,mitochondrion
NC_082160.1,85878,15216,mitochondrion
NC_082161.1,2995590,14578,mitochondrion
NC_082162.1,3004220,155421,photosynthetic plastid
NC_082163.1,3004220,586503,mitochondrion
NC_082164.1,241562,18730,mitochondrion
NC_082165.1,51900,16999,mitochondrion
NC_082166.1,467031,16989,mitochondrion
NC_082167.1,1230190,16985,mitochondrion
NC_082168.1,867390,16975,mitochondrion
NC_082169.1,136503,16980,mitochondrion
NC_082170.1,2918857,16993,mitochondrion
NC_082171.1,309841,17026,mitochondrion
NC_082172.1,274059,17906,mitochondrion
NC_082173.1,1815227,15784,mitochondrion
NC_082174.1,151735,35662,mitochondrion
NC_082175.1,397057,172793,photosynthetic plastid
NC_082176.1,3060451,15558,mitochondrion
NC_082177.1,167998,159564,photosynthetic plastid
NC_082178.1,2969776,16595,mitochondrion
NC_082179.1,263137,16268,mitochondrion
NC_082180.1,488216,302229,mitochondrion
NC_082181.1,431939,16535,mitochondrion
NC_082182.1,2741209,16415,mitochondrion
NC_082183.1,1888206,16429,mitochondrion
NC_082184.1,2925224,16512,mitochondrion
NC_082185.1,3065235,14875,mitochondrion
NC_082186.1,1043340,139730,photosynthetic plastid
NC_082189.1,2282860,14982,mitochondrion
NC_082190.1,53616,15115,mitochondrion
NC_082191.1,53613,15019,mitochondrion
NC_082192.1,2969596,15040,mitochondrion
NC_082193.1,175539,14953,mitochondrion
NC_082194.1,2837474,83372,photosynthetic plastid
NC_082195.1,867829,16856,mitochondrion
NC_082196.1,126281,120520,photosynthetic plastid
NC_082197.1,122354,13630,mitochondrion
NC_082198.1,2735607,14303,mitochondrion
NC_082199.1,3066113,149192,photosynthetic plastid
NC_082200.1,3066112,149800,photosynthetic plastid
NC_082201.1,288950,149726,photosynthetic plastid
NC_082202.1,278075,149660,photosynthetic plastid
NC_082203.1,1231916,16592,mitochondrion
NC_082204.1,57122,147706,photosynthetic plastid
NC_082205.1,76001,153487,photosynthetic plastid
NC_082206.1,57122,282211,mitochondrion
NC_082207.1,76001,281432,mitochondrion
NC_082208.1,74494,161187,photosynthetic plastid
NC_082209.1,36984,15338,mitochondrion
NC_082211.1,126280,121010,photosynthetic plastid
NC_082212.1,3067466,16036,mitochondrion
NC_082213.1,1262440,155169,photosynthetic plastid
NC_082215.1,751721,135069,photosynthetic plastid
NC_082216.1,1419579,134347,photosynthetic plastid
NC_082217.1,1419580,134249,photosynthetic plastid
NC_082218.1,3067654,134139,photosynthetic plastid
NC_082219.1,751722,134340,photosynthetic plastid
NC_082220.1,1960912,15346,mitochondrion
NC_082221.1,3068300,14235,mitochondrion
NC_082222.1,159386,150726,photosynthetic plastid
NC_082223.1,247159,15798,mitochondrion
NC_082224.1,2109557,19514,mitochondrion
NC_082225.1,304452,16714,mitochondrion
NC_082226.1,3014811,14807,mitochondrion
NC_082227.1,174217,163499,photosynthetic plastid
NC_082228.1,2888835,16507,mitochondrion
NC_082229.1,2888834,16506,mitochondrion
NC_082230.1,337708,16434,mitochondrion
NC_082231.1,154759,141151,photosynthetic plastid
NC_082232.1,573969,17258,mitochondrion
NC_082233.1,37722,137111,photosynthetic plastid
NC_082234.1,13612,773377,mitochondrion
NC_082235.1,185530,539461,mitochondrion
NC_082236.1,3063530,153744,photosynthetic plastid
NC_082237.1,111452,17484,mitochondrion
NC_082238.1,137671,159789,photosynthetic plastid
NC_082239.1,2291146,159068,photosynthetic plastid
NC_082240.1,3061642,159626,photosynthetic plastid
NC_082241.1,536904,159075,photosynthetic plastid
NC_082242.1,668955,159115,photosynthetic plastid
NC_082243.1,85474,159317,photosynthetic plastid
NC_082244.1,62331,159369,photosynthetic plastid
NC_082245.1,76029,162540,photosynthetic plastid
NC_082246.1,76030,162617,photosynthetic plastid
NC_082247.1,76031,162771,photosynthetic plastid
NC_082248.1,328376,161443,photosynthetic plastid
NC_082249.1,284366,160607,photosynthetic plastid
NC_082250.1,580469,159660,photosynthetic plastid
NC_082251.1,943434,160982,photosynthetic plastid
NC_082252.1,487994,159693,photosynthetic plastid
NC_082253.1,467606,159069,photosynthetic plastid
NC_082254.1,1095214,158402,photosynthetic plastid
NC_082255.1,943432,160798,photosynthetic plastid
NC_082256.1,487999,159690,photosynthetic plastid
NC_082257.1,467333,159256,photosynthetic plastid
NC_082258.1,457184,159076,photosynthetic plastid
NC_082259.1,452460,157889,photosynthetic plastid
NC_082260.1,137685,159350,photosynthetic plastid
NC_082261.1,137696,160422,photosynthetic plastid
NC_082262.1,668956,159848,photosynthetic plastid
NC_082263.1,488014,159621,photosynthetic plastid
NC_082264.1,701370,163236,photosynthetic plastid
NC_082265.1,487757,162227,photosynthetic plastid
NC_082266.1,669781,163274,photosynthetic plastid
NC_082267.1,452455,158866,photosynthetic plastid
NC_082268.1,701408,163361,photosynthetic plastid
NC_082269.1,701414,163456,photosynthetic plastid
NC_082270.1,3061646,163402,photosynthetic plastid
NC_082271.1,3061647,163376,photosynthetic plastid
NC_082272.1,374751,162009,photosynthetic plastid
NC_082273.1,353628,16401,mitochondrion
NC_082274.1,3069472,15044,mitochondrion
NC_082275.1,319061,38803,mitochondrion
NC_082276.1,89416,30170,mitochondrion
NC_082277.1,1027438,17504,mitochondrion
NC_082278.1,1131947,17006,mitochondrion
NC_082279.1,1131944,16527,mitochondrion
NC_082280.1,69389,154757,photosynthetic plastid
NC_082281.1,1470420,158175,photosynthetic plastid
NC_082282.1,106224,16913,mitochondrion
NC_082283.1,1508112,16712,mitochondrion
NC_082284.1,359998,18969,mitochondrion
NC_082285.1,3070152,16874,mitochondrion
NC_082286.1,282772,239572,mitochondrion
NC_082287.1,3070662,376287,mitochondrion
NC_082288.1,457748,219620,mitochondrion
NC_082289.1,1196467,266735,mitochondrion
NC_082290.1,441185,336359,mitochondrion
NC_082291.1,2558926,348083,mitochondrion
NC_082292.1,648858,256912,mitochondrion
NC_082293.1,313931,320003,mitochondrion
NC_082294.1,102772,286160,mitochondrion
NC_082295.1,927783,402728,mitochondrion
NC_082296.1,130285,403806,mitochondrion
NC_082297.1,186963,338456,mitochondrion
NC_082298.1,1205703,327921,mitochondrion
NC_082299.1,189254,333694,mitochondrion
NC_082300.1,2854026,15447,mitochondrion
NC_082301.1,3070695,15446,mitochondrion
NC_082302.1,2600091,16065,mitochondrion
NC_082303.1,1562161,15536,mitochondrion
NC_082305.1,1231393,15013,mitochondrion
NC_082306.1,78511,450227,mitochondrion
NC_082307.1,39329,355345,mitochondrion
NC_082308.1,740991,16896,mitochondrion
NC_082309.1,2885240,186098,photosynthetic plastid
NC_082310.1,2306880,16835,mitochondrion
NC_082311.1,419958,16801,mitochondrion
NC_082312.1,307970,16593,mitochondrion
NC_082314.1,2060905,37513,mitochondrion
NC_082315.1,1658174,51744,mitochondrion
NC_082316.1,73230,31579,mitochondrion
