acc,taxid,title,slen
NC_085710.1,20401,"Astragalus adsurgens chloroplast, complete genome",122796
NC_085711.1,119830,"Solanum torvum chloroplast, complete genome",154942
NC_085712.1,1419549,"Ctenium newtonii voucher 1682 chloroplast, complete genome",134044
NC_085713.1,3074324,"Ctenium concissum voucher 967 chloroplast, complete genome",134558
NC_085714.1,3074325,"Ctenium plumosum voucher 19112 chloroplast, complete genome",134509
NC_085715.1,3074326,"Ctenium polystachyum voucher 16926 chloroplast, complete genome",134517
NC_085716.1,3074327,"Kampochloa brachyphylla voucher 59 chloroplast, complete genome",137595
NC_085717.1,433859,"Ctenium aromaticum voucher 14235 chloroplast, complete genome",134492
NC_085718.1,409512,"Spiraea hypericifolia isolate Y1879 chloroplast, complete genome",155992
NC_085719.1,409522,"Spiraea veitchii isolate Y1934 chloroplast, complete genome",156001
NC_085720.1,409515,"Spiraea longigemmis isolate Y1935 chloroplast, complete genome",155977
NC_085721.1,2008527,"Spiraea ovalis isolate Y1936 chloroplast, complete genome",155994
NC_085722.1,141007,"Spiraea cantoniensis isolate Y1937 chloroplast, complete genome",155925
NC_085723.1,1450210,"Spiraea laeta isolate Y1938 chloroplast, complete genome",156033
NC_085724.1,23225,"Spiraea x vanhouttei isolate Y1940 chloroplast, complete genome",155953
NC_085725.1,2008508,"Spiraea dasyantha isolate Y1946 chloroplast, complete genome",156068
NC_085726.1,409511,"Spiraea fritschiana isolate Y1950 chloroplast, complete genome",156068
NC_085727.1,409517,"Spiraea prunifolia isolate Y1955 chloroplast, complete genome",155948
NC_085728.1,216037,"Spiraea nipponica isolate Y1956 chloroplast, complete genome",155961
NC_085729.1,409521,"Spiraea trichocarpa isolate Y1957 chloroplast, complete genome",155907
NC_085730.1,3074738,"Rorippa apetala chloroplast, complete genome",154818
NC_085731.1,3079884,"Tricyrtis xianjuensis chloroplast, complete genome",155748
NC_085732.1,1538057,"Meconopsis pinnatifolia chloroplast, complete genome",153557
NC_085733.1,248844,"Meconopsis paniculata chloroplast, complete genome",152887
NC_085734.1,339505,"Astragalus leucocephalus chloroplast, complete genome",123412
NC_085735.1,456516,"Carthamus persicus chloroplast, complete genome",153177
NC_085736.1,41502,"Carthamus lanatus chloroplast, complete genome",152602
NC_085737.1,646011,"Abudefduf hoefleri voucher BPS2556 mitochondrion, complete genome",16696
NC_085738.1,50731,"Abudefduf saxatilis voucher BPS2618 mitochondrion, complete genome",16696
NC_085739.1,2201366,"Hiya brooksiae voucher H. Shang et al. SG1731 chloroplast, complete genome",152827
NC_085740.1,2292105,"Sanicula serrata voucher SBN202202 chloroplast, complete genome",155599
NC_085741.1,3034657,"Sanicula pengshuiensis voucher SBN202205 chloroplast, complete genome",155765
NC_085742.1,3034671,"Sanicula elongata voucher SBN2022013 chloroplast, complete genome",155634
NC_085743.1,3034672,"Sanicula rugulosa voucher SBN202203 chloroplast, complete genome",155527
NC_085744.1,3034656,"Sanicula oviformis voucher SBN202206 chloroplast, complete genome",155645
NC_085746.1,1389700,"Lepidopygopsis typus isolate LePeVa2 mitochondrion, complete genome",16729
NC_085747.1,596167,"Daedaleopsis sinensis mitochondrion, complete genome",69155
NC_085748.1,1524511,"Epidaus famulus mitochondrion, complete genome",16135
NC_085749.1,549619,"Warburgia ugandensis voucher LPSNU:lpssy0311 chloroplast, complete genome",157374
NC_085750.1,195084,"Scartella cristata voucher BPS1653 mitochondrion, complete genome",16502
NC_085751.1,3110672,"Eocanthecona concinna mitochondrion, complete genome",18740
NC_085752.1,48106,"Centella asiatica plastid, complete genome",154760
NC_085753.1,228659,"Oplopanax elatus plastid, complete genome",156008
NC_085754.1,50308,"Polyscias fruticosa plastid, complete genome",156344
NC_085755.1,46415,"Heptapleurum arboricola plastid, complete genome",156704
NC_085756.1,1384529,"Melanotaenia fasinensis mitochondrion, complete genome",16731
NC_085757.1,70001,"Huperzia selago voucher Hup20210022 chloroplast, complete genome",161519
NC_085758.1,3109613,"Huperzia kunmingensis voucher Hup20210023 chloroplast, complete genome",161404
NC_085759.1,79606,"Diervilla lonicera chloroplast, complete genome",159358
NC_085760.1,3110982,"Carinata recurvata mitochondrion, complete genome",15277
NC_085761.1,667287,"Potentilla supina chloroplast, complete sequence",156296
NC_085762.1,371859,"Opuntia ficus-indica chloroplast, complete genome",152387
NC_085763.1,121071,"Caryodaphnopsis bilocellata voucher PE CPG61307 B. Liu et al. 61307 chloroplast, complete genome",148972
NC_085764.1,1780282,"Caryodaphnopsis henryi voucher PE CPG62927 B. Liu et al. 62927 chloroplast, complete genome",139585
NC_085765.1,460773,"Caryodaphnopsis laotica voucher PE CPG61979 B. Liu et al. 61979 chloroplast, complete genome",148982
NC_085766.1,3110971,"Caryodaphnopsis latifolia voucher PE CPG61243 B. Liu et al. 61243 chloroplast, complete genome",148824
NC_085767.1,2039882,"Caryodaphnopsis malipoensis voucher PE CPG61971 B. Liu et al. 61971 chloroplast, complete genome",149299
NC_085768.1,3110972,"Caryodaphnopsis poilanei voucher PE CPG67466 B. Liu et al. 67466 chloroplast, complete genome",148552
NC_085769.1,2844878,"Nitraria pamirica voucher NL-45-4 chloroplast, complete genome",159553
NC_085770.1,357931,"Nitraria sibirica voucher B20-13 chloroplast, complete genome",159531
NC_085771.1,357932,"Nitraria roborowskii voucher NL-62-2 chloroplast, complete genome",159401
NC_085772.1,538890,"Coccus hesperidum mitochondrion, complete genome",15566
NC_085773.1,330961,"Pardosa pseudoannulata mitochondrion, complete genome",14533
NC_085774.1,292538,"Iris iberica chloroplast, complete genome",153193
NC_085775.1,58956,"Iris lutescens chloroplast, complete genome",153544
NC_085776.1,995787,"Iris bostrensis chloroplast, complete genome",153186
NC_085777.1,995800,"Iris hoogiana isolate I17 chloroplast, complete genome",153269
NC_085778.1,585821,"Iris sprengeri chloroplast, complete genome",153183
NC_085779.1,292543,"Iris imbricata chloroplast, complete genome",153532
NC_085780.1,1273557,"Iris sofarana chloroplast, complete genome",153176
NC_085781.1,3111470,"Iris pseudomeda isolate I9 chloroplast, complete genome",153167
NC_085782.1,1871462,"Iris sichuanensis chloroplast, complete genome",153752
NC_085783.1,1273555,"Iris paradoxa chloroplast, complete genome",153162
NC_085784.1,714474,"Gueldenstaedtia verna chloroplast, complete genome",122569
NC_085785.1,1150459,"Thryssa mystax mitochondrion, complete genome",17060
NC_085786.1,73304,"Helianthus paradoxus chloroplast, complete genome",151135
NC_085787.1,2878228,"Slavum lentiscoides strain Pisver voucher IOZCAS 44797 mitochondrion, complete genome",15119
NC_085788.1,1439377,"Eriocycla pelliotii chloroplast, complete genome",154566
NC_085789.1,112863,"Lycium barbarum cultivar Ningqi No.1 mitochondrion, complete genome",413881
NC_085790.1,2115857,"Entricoplax vestita mitochondrion, complete genome",15716
NC_085791.1,1442760,"Uncaria homomalla chloroplast, complete genome",154860
NC_085792.1,1442761,"Uncaria lancifolia chloroplast, complete genome",154798
NC_085793.1,2184523,"Uncaria rhynchophylloides chloroplast, complete genome",155010
NC_085794.1,655181,"Uncaria sinensis chloroplast, complete genome",154907
NC_085795.1,2802251,"Petrovinema skrjabini mitochondrion, complete genome",13885
NC_085796.1,1162975,"Goeppertia makoyana chloroplast, complete genome",166906
NC_085797.1,97746,"Hedychium flavescens isolate Yunnan chloroplast, complete genome",163951
NC_085798.1,1540396,"Hedychium chrysoleucum chloroplast, complete genome",163977
NC_085799.1,110722,"Hedychium puerense chloroplast, complete genome",163941
NC_085800.1,1969798,"Hedychium viridibracteatum chloroplast, complete genome",163338
NC_085801.1,857210,"Hedychium brevicaule chloroplast, complete genome",163438
NC_085802.1,110740,"Hedychium yunnanense chloroplast, complete genome",163420
NC_085803.1,1969799,"Hedychium kwangsiense chloroplast, complete genome",163423
NC_085804.1,2827384,"Hedychium menghaiense chloroplast, complete genome",163979
NC_085805.1,4646,"Hedychium flavum chloroplast, complete genome",163850
NC_085806.1,2981558,"Hedychium bijiangense chloroplast, complete genome",163883
NC_085807.1,2981559,"Hedychium tienlinense chloroplast, complete genome",163868
NC_085808.1,97751,"Kaempferia parviflora chloroplast, complete genome",163075
NC_085809.1,97739,"Cornukaempferia aurantiflora chloroplast, complete genome",163305
NC_085810.1,94390,"Stromanthe sanguinea chloroplast, complete genome",161303
NC_085811.1,2559892,"Halicephalobus mephisto strain JRB1 mitochondrion, complete genome",14349
NC_085812.1,2045497,"Plaxiphora tricolor mitochondrion, complete genome",14909
NC_085813.1,1034756,"Penicillidia jenynsii mitochondrion, complete genome",16516
NC_085814.1,277990,"Amaranthus tuberculatus voucher GZW chloroplast, complete genome",150680
NC_085815.1,318057,"Elephantopus mollis isolate XSK20220053 chloroplast, complete genome",152375
NC_085816.1,1196490,"Aster oreophilus isolate XSK20220005-1 chloroplast, complete genome",152804
NC_085817.1,2836194,"Erigeron patentisquamus isolate XSK20220057-1 chloroplast, complete genome",152294
NC_085818.1,80288,"Bursera bipinnata isolate Bp131_2919 chloroplast, complete genome",159865
NC_085819.1,80294,"Bursera cuneata isolate Bc507_1919 chloroplast, complete genome",159824
NC_085820.1,80321,"Bursera palmeri isolate Bm67-1617 chloroplast, complete genome",159872
NC_085821.1,89411,"Descurainia sophia mitochondrion, complete genome",265457
NC_085822.1,3111112,"Jogocerus viraktamathi voucher GZCI28 mitochondrion, complete genome",15160
NC_085823.1,3112158,"Oreocharis qingyunshanensis chloroplast, complete genome",153485
NC_085824.1,1775330,"Longpotamon loudiense mitochondrion, complete genome",18544
NC_085825.1,3112056,"Corvomeyenia everetti voucher LSSU HMC352-2 mitochondrion, complete genome",23941
NC_085826.1,1108005,"Crocidura rapax mitochondrion, complete sequence",17517
NC_085827.1,139525,"Aphrodes bicincta mitochondrion, complete genome",15642
NC_085828.1,3112130,"Planaphrodes nigricans mitochondrion, complete genome",15738
NC_085829.1,3112139,"Xestocephalus ishidae mitochondrion, complete genome",15308
NC_085830.1,3112131,"Planaphrodes sahlbergii mitochondrion, complete genome",16173
NC_085831.1,3112133,"Stroggylocephalus agrestis mitochondrion, complete genome",15651
NC_085832.1,3112134,"Xestocephalus biprocessus mitochondrion, complete genome",15351
NC_085833.1,3112137,"Xestocephalus gracilus mitochondrion, complete genome",15370
NC_085834.1,3112138,"Xestocephalus iguchii mitochondrion, complete genome",15352
NC_085835.1,3112140,"Xestocephalus limpidissimus mitochondrion, complete genome",15260
NC_085836.1,3112135,"Xestocephalus cognatus mitochondrion, complete genome",15488
NC_085837.1,706857,"Arrugada affinis mitochondrion, complete genome",15620
NC_085838.1,3112144,"Conlopa bredoni mitochondrion, complete genome",14731
NC_085839.1,139504,"Eupelix cuspidata mitochondrion, complete genome",15702
NC_085840.1,2479914,"Macropsidius duuschulus mitochondrion, complete genome",15367
NC_086456.1,490272,"Pentapodus setosus mitochondrion, complete genome",18943
NC_086457.1,194549,"Nereis pelagica voucher SIO:BIC:A6054 mitochondrion, complete genome",15764
NC_086458.1,1879264,"Nectoneanthes oxypoda voucher SIO:BIC:A13109 mitochondrion, complete genome",15668
NC_086459.1,697582,"Biwia yodoensis mitochondrion, complete genome",16598
NC_086460.1,3020506,"Microphysogobio nikolskii mitochondrion, complete genome",16606
NC_086461.1,2951145,"Microphysogobio oujiangensis mitochondrion, complete genome",16610
NC_086462.1,2759349,"Microphysogobio anudarini mitochondrion, complete genome",16603
NC_086463.1,1964571,"Microphysogobio nudiventris mitochondrion, complete genome",16608
NC_086464.1,3020509,"Microphysogobio wulonghensis mitochondrion, complete genome",16605
NC_086465.1,3020502,"Microphysogobio hsinglungshanensis mitochondrion, complete genome",16601
NC_086466.1,1689267,"Microphysogobio xianyouensis mitochondrion, complete genome",16607
NC_086467.1,3020505,"Microphysogobio microstomus mitochondrion, complete genome",16609
NC_086468.1,3020504,"Microphysogobio linghensis mitochondrion, complete genome",16617
NC_086469.1,3020508,"Microphysogobio vietnamica mitochondrion, complete genome",16607
NC_086470.1,1689266,"Microphysogobio kachekensis mitochondrion, complete genome",16614
NC_086471.1,3020503,"Microphysogobio labeoides mitochondrion, complete genome",16612
NC_086472.1,3020507,"Microphysogobio pseudoelongatus mitochondrion, complete genome",16614
NC_086473.1,2583628,"Microphysogobio luhensis mitochondrion, complete genome",16611
NC_086474.1,2951144,"Microphysogobio bicolor mitochondrion, complete genome",16613
NC_086475.1,1892238,"Microphysogobio zhangi mitochondrion, complete genome",16609
NC_086476.1,1514897,"Malassezia arunalokei culture CBS:13387 strain CBS13387 mitochondrion, complete genome",38143
NC_086477.1,1821822,"Malassezia brasiliensis culture CBS:14135 strain CBS14135 mitochondrion, complete genome",60300
NC_086478.1,1381934,"Malassezia caprae culture CBS:10434 strain CBS10434 mitochondrion, complete genome",41693
NC_086479.1,948313,"Malassezia cuniculi culture CBS:11721 strain CBS11721 mitochondrion, complete genome",63712
NC_086480.1,169489,"Malassezia dermatis culture CBS:9145 strain CBS9169 mitochondrion, complete genome",38991
NC_086481.1,1381935,"Malassezia equina culture CBS:12830 strain CBS12830 mitochondrion, complete genome",45405
NC_086482.1,180528,"Malassezia nana culture CBS:9557 strain CBS9557 mitochondrion, complete genome",42091
NC_086483.1,2020962,"Malassezia vespertilionis culture CBS:15041 strain CBS15041 mitochondrion, complete genome",59251
NC_086484.1,1821823,"Malassezia psittaci culture CBS:14136 strain CBS14136 mitochondrion, complete genome",46165
NC_086485.1,157259,"Thymus mastichina isolate BPTPS034 voucher LISE:96365 chloroplast, complete genome",151722
NC_086486.1,38860,"Mentha suaveolens isolate BPTPS057 voucher LISE:96384 chloroplast, complete genome",151824
NC_086487.1,49992,"Thymus vulgaris isolate BPTPS079 voucher LISE:96405 chloroplast, complete genome",151649
NC_086488.1,543980,"Thymbra capitata isolate BPTPS101 voucher LISE:96423 chloroplast, complete genome",151475
NC_086489.1,294739,"Mentha pulegium isolate BPTPS116 voucher LISE:96437 chloroplast, complete genome",152281
NC_086490.1,42346,"Ochotona rufescens voucher FMNH102840 mitochondrion, complete genome",16408
NC_086491.1,358001,"Satsuma myomphala mitochondrion, complete genome",14686
NC_086492.1,1867777,"Hypnea wynnei isolate 61 mitochondrion, complete genome",25126
NC_086493.1,2546159,"Hypnea cryptica isolate 67 mitochondrion, complete genome",25190
NC_086494.1,31429,"Hypnea musciformis isolate 93 mitochondrion, complete genome",25183
NC_086495.1,1524266,"Hypnea flava isolate 97 mitochondrion, complete genome",25085
NC_086496.1,105608,"Hypnea spinella isolate 98 mitochondrion, complete genome",25165
NC_086497.1,31411,"Caulacanthus ustulatus mitochondrion, complete genome",25810
NC_086498.1,3024791,"Catenella fusiformis mitochondrion, complete genome",25174
NC_086499.1,673449,"Hypnea nidulans isolate FH111 mitochondrion, complete genome",25110
NC_086500.1,673448,"Hypnea nidifica isolate FH112 mitochondrion, complete genome",25082
NC_086501.1,3024792,"Hypnea marchantiae isolate FH113 mitochondrion, complete genome",25061
NC_086502.1,105603,"Hypnea cornuta isolate 68 mitochondrion, complete genome",25129
NC_086503.1,3025131,"Magnolia yarumalensis chloroplast, complete genome",159410
NC_086504.1,3025132,"Magnolia guatapensis chloroplast, complete genome",159356
NC_086505.1,2291154,"Rhododendron purdomii chloroplast, complete genome",208062
NC_086506.1,202869,"Noturus albater mitochondrion, complete genome",16496
NC_086507.1,417931,"Etheostoma microperca mitochondrion, complete genome",16690
NC_086508.1,3056120,"Nemopistha sinica voucher NSYN mitochondrion, complete genome",15839
NC_086509.1,560912,"Nemoptera coa voucher NCGR1 mitochondrion, complete genome",15839
NC_086510.1,1593329,"Nemoptera sinuata voucher NSA mitochondrion, complete genome",15839
NC_086511.1,1593350,"Halter nutans voucher HNIR1 mitochondrion, complete genome",15839
NC_086512.1,1265316,"Barbibucca biremis voucher BBSO mitochondrion, complete genome",15839
NC_086513.1,3056118,"Semirhynchia dumbrodiana voucher SSPAO mitochondrion, complete genome",15839
NC_086514.1,3091002,"Pentidionis agamae isolate Pa1_CH13 mitochondrion, complete genome",14755
NC_086515.1,70003,"Phylloglossum drummondii plastid, complete genome",144520
NC_086516.1,237949,"Viburnum molle chloroplast, complete genome",158501
NC_086517.1,83154,"Bassia scoparia chloroplast, complete genome",151278
NC_086518.1,1836890,"Potomida semirugata voucher KC_MAEU BIV2101 mitochondrion, complete genome",16093
NC_086519.1,1836889,"Potomida acarnanica voucher MHNC-UP BIV1121 mitochondrion, complete genome",16101
NC_086520.1,260700,"Oenothera drummondii chloroplast, complete genome",163043
NC_086521.1,856898,"Solanum huancabambense voucher CIP 760955 chloroplast, complete genome",155587
NC_086522.1,3112401,"Solanum stipuloideum voucher CIP 761030 chloroplast, complete genome",155529
NC_086523.1,856883,"Solanum anamatophilum voucher CIP 761555 chloroplast, complete genome",155525
NC_086524.1,3112402,"Solanum wittmackii voucher CIP 762077 chloroplast, complete genome",155490
NC_086525.1,856882,"Solanum augustii voucher CIP 762633 chloroplast, complete genome",155503
NC_086526.1,856895,"Solanum dolichocremastrum voucher CIP 762998 chloroplast, complete genome",155525
NC_086529.1,3026407,"Aspidistra crassifila chloroplast, complete genome",156373
NC_086530.1,2917566,"Aspidistra dolichanthera chloroplast, complete genome",156367
NC_086531.1,2917578,"Aspidistra retusa chloroplast, complete genome",156348
NC_086532.1,2917573,"Aspidistra minutiflora chloroplast, complete genome",156389
NC_086533.1,3019669,"Kuohzygia albolinea mitochondrion, complete genome",16321
NC_086534.1,3019670,"Limassolla dispunctata mitochondrion, complete genome",17220
NC_086535.1,3019671,"Limassolla fasciata mitochondrion, complete genome",16840
NC_086536.1,2893148,"Limassolla galewskii mitochondrion, complete genome",16080
NC_086537.1,3019672,"Limassolla uncata mitochondrion, complete genome",16040
NC_086538.1,3019673,"Sannella crucifera mitochondrion, complete genome",15970
NC_086539.1,3019675,"Yangisunda ramosa mitochondrion, complete genome",16089
NC_086540.1,3027164,"Aspidistra erecta chloroplast, complete genome",156388
NC_086541.1,3027166,"Aspidistra nankunshanensis chloroplast, complete genome",156475
NC_086542.1,3027165,"Aspidistra longgangensis chloroplast, complete genome",156335
NC_086543.1,3019674,"Typhlocybini mitochondrion, complete genome",16728
NC_086544.1,2998085,"Solanum neocardenasii voucher CIP 764035 chloroplast, complete genome",155539
NC_086545.1,561130,"Solanum trifidum voucher CIP 764145 chloroplast, complete genome",155593
NC_086546.1,172795,"Solanum neorossii voucher CIP 764170 chloroplast, complete genome",155259
NC_086547.1,561128,"Solanum lesteri voucher CIP 764266 chloroplast, complete genome",155344
NC_086548.1,317827,"Solanum morelliforme voucher CIP 764271 chloroplast, complete genome",155658
NC_086549.1,856989,"Solanum tarnii voucher CIP 764285 chloroplast, complete genome",155590
NC_086550.1,199469,"Solanum ehrenbergii voucher PI 275216 chloroplast, complete genome",155594
NC_086551.1,255872,"Picria felterrae mitochondrion, complete genome",418189
NC_086552.1,3112624,"Oreocharis burtii chloroplast, complete genome",153584
NC_086553.1,764602,"Olea yuennanensis chloroplast, complete genome",155193
NC_086554.1,764601,"Olea dioica chloroplast, complete genome",155138
NC_086555.1,1087055,"Yucca gloriosa chloroplast, complete genome",157690
NC_086556.1,3045335,"Parasesarma continentale mitochondrion, complete genome",15639
NC_086557.1,70003,"Phylloglossum drummondii mitochondrion, complete genome",363297
NC_086558.1,2291143,"Photinia lasiogyna voucher H.Wang 3666 (PE) chloroplast, complete genome",160024
NC_086559.1,2305210,"Stranvaesia bodinieri voucher B.B.Liu P1941-3 (PE) chloroplast, complete genome",159871
NC_086560.1,661366,"Stranvaesia nussia voucher R.C.Qin 24332 (PE) chloroplast, complete genome",159701
NC_086561.1,1248461,"Stranvaesia oblanceolata voucher P.Y.Mao 06729 (PE) chloroplast, complete genome",160162
NC_086562.1,661340,"Photinia chihsiniana voucher L.Y.Wang & K.W.Xu 1540 (SYS) chloroplast, complete genome",159409
NC_086563.1,2305212,"Photinia kwangsiensis voucher L.Y.Wang et al. 1719 (SYS) chloroplast, complete genome",159524
NC_086564.1,661345,"Photinia loriformis voucher L.Y.Wang 1671 (SYS) chloroplast, complete genome",159805
NC_086565.1,661351,"Photinia raupingensis voucher L.Y.Wang 1788 (SYS) chloroplast, complete genome",159730
NC_086566.1,665325,"Photinia stenophylla voucher L.Y.Wang 1648 (SYS) chloroplast, complete genome",159613
NC_086567.1,169091,"Paprides nitidus voucher GH3539 mitochondrion, complete genome",15754
NC_086568.1,3035823,"Rubricatochromis lifalili isolate F-H-l-1 mitochondrion, complete genome",16700
NC_086569.1,61805,"Thorichthys meeki isolate F-T-m-1 mitochondrion, complete genome",16526
NC_086570.1,135774,"Nannoperca vittata isolate A2104 mitochondrion, complete genome",16513
NC_086571.1,135768,"Nannatherina balstoni isolate A2111 mitochondrion, complete genome",16512
NC_086572.1,155173,"Leptatherina wallacei isolate F-L-w-3 mitochondrion, complete genome",16547
NC_086573.1,430093,"Echinodorus grisebachii chloroplast, complete genome",169182
NC_086574.1,3112269,"Linnaemya omega mitochondrion, complete genome",16319
NC_086575.1,3112271,"Flavicorniculum planiforceps mitochondrion, complete genome",15207
NC_086576.1,283133,"Breynia androgyna chloroplast, complete genome",156720
NC_086577.1,296041,"Phyllanthus cochinchinensis chloroplast, complete genome",154998
NC_086578.1,210077,"Thalia dealbata chloroplast, complete genome",173899
NC_086579.1,3113364,"Asarum chungbuensis chloroplast, complete genome",190179
NC_086580.1,995792,"Iris flavissima chloroplast, complete genome",153249
NC_086581.1,198811,"Iris bloudowii chloroplast, complete genome",153322
NC_086582.1,1720446,"Amorphophallus kiusianus chloroplast, complete genome",168269
NC_086583.1,1720445,"Amorphophallus kachinensis chloroplast, complete genome",173330
NC_086584.1,2173063,"Tulipa brachystemon chloroplast, complete genome",152089
NC_086585.1,2173072,"Tulipa lemmersii chloroplast, complete genome",152119
NC_086586.1,3064835,"Tulipa zenaidae chloroplast, complete genome",152021
NC_086587.1,2968780,"Danxiaorchis mangdangshanensis voucher CBH04593 chloroplast, complete genome",85273
NC_086588.1,3002910,"Lithocarpus dahuensis voucher FNU0040869 chloroplast, complete genome",161303
NC_086589.1,593754,"Dracaena cochinchinensis mitochondrion, complete sequence",525326
NC_086590.1,1053966,"Sambucus mexicana chloroplast, complete genome",158242
NC_086591.1,3370986,"Eothenomys olitor mitochondrion, complete genome",16351
NC_086592.1,93157,"Marmota baibacina mitochondrion, complete genome",16444
NC_086593.1,93166,"Marmota sibirica mitochondrion, complete genome",16437
NC_086594.1,158149,"Paspalum vaginatum mitochondrion, complete genome",504515
NC_086595.1,493452,"Floccularia luteovirens mitochondrion, complete genome",38532
NC_086596.1,3113020,"Araiocypris batodes mitochondrion, complete genome",16549
NC_086597.1,3113018,"Tanichthys huidongensis mitochondrion, complete genome",16548
NC_086598.1,1641267,"Corethrodendron fruticosum chloroplast, complete genome",123100
NC_086599.1,2591562,"Carsidara limbata mitochondrion, complete genome",15076
NC_086600.1,487218,"Hypoderma pantholopsum mitochondrion, complete genome",16265
NC_086601.1,1045356,"Hedyotis uncinella chloroplast, complete genome",151195
NC_086602.1,3112883,"Cantharis jindrai mitochondrion, complete genome",16371
NC_086603.1,3112908,"Cyrebion subrufolineatus mitochondrion, complete genome",16590
NC_086604.1,3112911,"Falsopodabrus tridentatus mitochondrion, complete genome",16853
NC_086605.1,3112887,"Lycocerus curvatus mitochondrion, complete genome",16420
NC_086606.1,3112878,"Lycocerus hubeiensis mitochondrion, complete genome",16231
NC_086607.1,3112885,"Habronychus chaoi mitochondrion, complete genome",16210
NC_086608.1,3112891,"Micropodabrus oudai mitochondrion, complete genome",16662
NC_086609.1,3061098,"Podabrus annulatus mitochondrion, complete genome",16619
NC_086610.1,3112893,"Prothemus semimetallicus mitochondrion, complete genome",18116
NC_086611.1,3112895,"Stenothemus fukienensis mitochondrion, complete genome",16532
NC_086612.1,3112913,"Taiwanocantharis parasatoi mitochondrion, complete genome",17587
NC_086613.1,3112897,"Themus coelestis mitochondrion, complete genome",17736
NC_086614.1,3032911,"Themus stigmaticus mitochondrion, complete genome",16970
NC_086615.1,3112899,"Themus luteipes mitochondrion, complete genome",16812
NC_086616.1,3112907,"Cyrebion gracilicornis mitochondrion, complete genome",17179
NC_086617.1,3112884,"Fissocantharis imparicornis mitochondrion, complete genome",16147
NC_086618.1,3112892,"Prothemus sanguinosus mitochondrion, complete genome",16985
NC_086619.1,36196,"Trematomus hansoni mitochondrion, complete genome",19218
NC_086620.1,3112547,"Majangella moultoni mitochondrion, complete genome",15623
NC_086621.1,627758,"Otomantis scutigera mitochondrion, complete genome",15619
NC_086623.1,236887,"Leptoglossus occidentalis mitochondrion, complete genome",15752
NC_086624.1,3001621,"Yunnanilus nanpanjiangensis mitochondrion, complete genome",16569
NC_086625.1,174187,"Amorphophallus paeoniifolius chloroplast, complete genome",176258
NC_086626.1,175741,"Amorphophallus muelleri chloroplast, complete genome",177076
NC_086627.1,125394,"Dracula astuta chloroplast, complete genome",157516
NC_086628.1,72402,"Senna alexandrina chloroplast, complete genome",159573
NC_086629.1,378904,"Leonotis leonurus chloroplast, complete genome",151587
NC_086630.1,208467,"Orestias chungarensis isolate OCHUMT mitochondrion, complete genome",16603
NC_086631.1,208468,"Orestias laucaensis isolate OLAUMT mitochondrion, complete genome",16603
NC_086632.1,13429,"Cinnamomum camphora mitochondrion, complete genome",900894
NC_086633.1,2172465,"Anaceratagallia venosa mitochondrion, complete genome",15602
NC_086634.1,2172466,"Dryodurgades tortilis mitochondrion, complete genome",15674
NC_086635.1,2172468,"Igerna tenuicaula mitochondrion, complete genome",15910
NC_086636.1,3113744,"Igerna wilsoni mitochondrion, complete genome",15339
NC_086637.1,1792633,"Japanagallia neohamata mitochondrion, complete genome",15740
NC_086638.1,1792635,"Japanagallia trifurcata mitochondrion, complete genome",15813
NC_086639.1,1792637,"Multinervis guangxiensis mitochondrion, complete genome",15986
NC_086640.1,1792639,"Nandigallia matai mitochondrion, complete genome",15859
NC_086641.1,1792642,"Onukigallia onukii mitochondrion, complete genome",15193
NC_086642.1,3113661,"Austropeplea brazieri strain Andersen Line AUS1 mitochondrion, complete genome",13757
NC_086643.1,109689,"Chaetodon ephippium mitochondrion, complete genome",16527
NC_086644.1,223224,"Myricaria laxiflora mitochondrion, complete genome",389949
NC_086645.1,149379,"Setaria verticillata chloroplast, complete genome",138946
NC_086646.1,198888,"Indigofera koreana plastid, complete genome",159517
NC_086647.1,3037135,"Solidago altissima voucher LSG0174 chloroplast, complete genome",152961
NC_086648.1,1471042,"Spirostomum yagiui isolate XKC mitochondrion, complete genome",46559
NC_086650.1,183063,"Parthenium hysterophorus chloroplast, complete genome",151881
NC_086651.1,483875,"Oxytropis ochrocephala chloroplast, complete genome",126996
NC_086652.1,76830,"Ascoseira mirabilis voucher CCMP133 chloroplast, complete genome",132843
NC_086654.1,1628046,"Melampus sincaporensis mitochondrion, complete genome",14962
NC_086655.1,2107210,"Chlaenius naeviger mitochondrion, complete genome",16594
NC_086656.1,2028288,"Gleadovia mupinensis chloroplast, complete genome",114774
NC_086657.1,290220,"Aeginetia indica chloroplast, complete genome",55394
NC_086658.1,3113355,"Aeginetia sinensis chloroplast, complete genome",86073
NC_086659.1,2061027,"Lathraea japonica chloroplast, complete genome",143840
NC_086660.1,2953948,"Melampyrum laxum chloroplast, complete genome",143906
NC_086661.1,2990783,"Coelostegia griffithii voucher LSY1104 chloroplast, complete genome",163159
NC_086662.1,117666,"Kostermansia malayana voucher LSY1105 chloroplast, complete genome",161750
NC_086663.1,1071044,"Uraria crinita chloroplast, complete genome",149579
NC_086664.1,3112639,"Afurcagobius suppositus isolate A2101 mitochondrion, complete genome",16543
NC_086665.1,265135,"Penstemon digitalis chloroplast, complete genome",152993
NC_086666.1,1964414,"Eteoneus sigillatus mitochondrion, complete genome",16904
NC_086667.1,434234,"Pistacia atlantica chloroplast, complete genome",160761
NC_086668.1,434236,"Pistacia khinjuk chloroplast, complete genome",160567
